item,embedding
313,"[0.04351907595992088, 0.02441246435046196, -0.039800867438316345, 0.01912640407681465, -0.04101742058992386, 0.02277115359902382, 0.006987828761339188, -0.03994302451610565, -0.03791990503668785, -0.04069729894399643, -0.008087851107120514, 0.05648689344525337, 0.05181286111474037, 0.038044195622205734, -0.016379110515117645, 0.0004197247326374054, -0.021276000887155533, -0.013400524854660034, -0.02573762834072113, 0.03537188842892647, -0.043656084686517715, -0.03141353279352188, 0.014860820025205612, -0.01596852019429207, 0.005248155444860458, -0.0417511910200119, 0.05712827667593956, 0.0019486099481582642, 0.0066960640251636505, 0.006190788000822067, 0.03670167550444603, 0.016635362058877945, 0.05231050029397011, 0.024795200675725937, -0.05079786479473114, -0.012979783117771149, 0.03589944913983345, 0.05801413580775261, -0.045825108885765076, -0.05265304073691368, 0.03700615093111992, 0.028576958924531937, -0.041645348072052, 0.017747823148965836, 0.0075300149619579315, 0.052432503551244736, -0.0027805157005786896, -0.03804919123649597, 0.05356882885098457, -0.015318892896175385, 0.028918858617544174, 0.01761985942721367, 0.022845927625894547, -0.042861003428697586, -0.029075710102915764, -0.043371859937906265, 0.01742064580321312, -0.048992279917001724, 0.013049717992544174, 0.04255499318242073, -0.040602847933769226, 0.021125245839357376, -0.017245907336473465, -0.01993568241596222]"
283,"[-0.009832162410020828, 0.037670981138944626, -0.0465175099670887, 0.04454328492283821, -0.024976767599582672, 0.04473822936415672, 0.019672300666570663, -0.04345904290676117, 0.026937957853078842, -0.030262881889939308, 0.05633196607232094, -0.03061731345951557, -0.02721555531024933, -0.04397326335310936, 0.009245719760656357, 0.052522141486406326, 0.0408623181283474, -0.05159849673509598, 0.03317423537373543, 0.011361178010702133, 0.021749388426542282, -0.04116271808743477, -0.009504873305559158, -0.05753180384635925, -0.009125471115112305, -0.05015350505709648, 0.04260906204581261, -0.002824675291776657, 0.038392189890146255, 0.01724526658654213, 0.04490174725651741, 0.05016390606760979, 0.03021496906876564, 0.018244508653879166, -0.04542998969554901, 0.010956790298223495, 0.055489543825387955, -0.023914944380521774, 0.05238143727183342, -0.03698693960905075, 0.04861520603299141, -0.04647168144583702, -0.031100846827030182, 0.020908307284116745, 0.02700863406062126, -0.00953930988907814, -0.0577022060751915, -0.0012445226311683655, -0.01243596151471138, -0.006518643349409103, -0.006224274635314941, 0.019739102572202682, 0.010080266743898392, 0.0396435372531414, 0.05860854312777519, -0.024175673723220825, 0.02042335644364357, 0.022879522293806076, 0.035221975296735764, 0.05440535768866539, 0.05274379625916481, 0.034477245062589645, -0.0020384863018989563, 0.004880305379629135]"
268,"[0.02268286421895027, 0.051717642694711685, 0.04991716518998146, -0.01777537912130356, -0.05772271379828453, -0.044679708778858185, 0.038772787898778915, -0.03117191605269909, 0.031519461423158646, 0.04589172825217247, 0.012023050338029861, 0.05589596554636955, -0.02873978763818741, -0.019595414400100708, 0.013488706201314926, 0.007660266011953354, 0.02151395007967949, 0.0009741298854351044, -0.006971772760152817, 0.05163295194506645, -3.147497773170471e-05, -0.0071716830134391785, -0.013392224907875061, 0.04555882140994072, 0.054038483649492264, -0.03982652351260185, 0.029319625347852707, -0.015816178172826767, -0.05069722607731819, -0.04085434228181839, 0.05182458087801933, -0.03788505494594574, 0.02812778577208519, 0.00789039209485054, 0.05800235643982887, -0.006895333528518677, -0.03739443048834801, -0.012090332806110382, -0.029030034318566322, -0.021423157304525375, -0.04904651641845703, 0.0485035739839077, 0.05469156429171562, -0.012603111565113068, -0.01259654387831688, -0.004269395023584366, 0.039791230112314224, -0.049620676785707474, -0.04148794710636139, -0.0016151554882526398, 0.049444448202848434, -0.0021234601736068726, 0.012216176837682724, -0.020919080823659897, -0.025907203555107117, -0.04270857572555542, -0.056823231279850006, -0.02247588336467743, -0.03730059415102005, -0.0027990303933620453, -0.016720976680517197, -0.029853058978915215, 0.02726319059729576, -0.01411033421754837]"
286,"[-0.00916651263833046, 0.03409886732697487, 0.055123213678598404, -0.03260825574398041, 0.008207563310861588, -0.034454841166734695, 0.03443730250000954, -0.03330450505018234, 0.05223759636282921, -0.010268986225128174, 0.0076402463018894196, -0.004534266889095306, -0.026185303926467896, 0.021476436406373978, -0.025629721581935883, 0.03775694593787193, 0.044498261064291, -0.05676121264696121, -0.034884508699178696, -0.030194487422704697, 0.04323242977261543, -0.05419424921274185, -0.029595036059617996, -1.023709774017334e-05, -0.018955528736114502, 0.054253969341516495, -0.017621241509914398, 0.02437155321240425, 0.002580419182777405, 0.048721808940172195, 0.0127895288169384, -0.05522169917821884, 0.01039145514369011, -0.017828065901994705, 0.04713505879044533, 0.05139003321528435, -0.02571035921573639, -0.024621810764074326, -0.04795996472239494, -0.0413171648979187, 0.016087014228105545, 0.05349729582667351, -0.02876458130776882, -0.009606387466192245, 0.013773549348115921, -0.058321546763181686, 0.008995968848466873, -0.01415000855922699, -0.04387214407324791, 0.04256618395447731, -0.038567233830690384, 0.035461436957120895, 0.015141751617193222, -0.0013998635113239288, -0.046512454748153687, -0.0046969689428806305, -0.023884881287813187, 0.02608543261885643, -0.008861273527145386, 0.01567796990275383, -0.03129374980926514, -0.02088039368391037, -0.0077587030827999115, -0.05807873606681824]"
275,"[-0.010040458291769028, -0.03474107384681702, 0.0342501662671566, 0.027007538825273514, -0.03725095093250275, -0.0182931050658226, -0.04790112376213074, 0.021611277014017105, -0.04269793629646301, -0.04572862386703491, -0.018087059259414673, -0.03645187243819237, -0.03299270570278168, -0.022403933107852936, 0.008058618754148483, 0.005981732159852982, -0.0042992159724235535, 0.05232485011219978, 0.03683055564761162, 0.012050595134496689, -0.04853038117289543, 0.055419277399778366, 0.038968946784734726, 0.038634080439805984, -0.05554226413369179, -0.02088327333331108, -0.005548454821109772, 0.05333111062645912, -0.01141330599784851, 0.046872612088918686, 0.006543789058923721, -0.025725364685058594, 0.040746498852968216, -0.03893096745014191, -0.03486061841249466, 0.008336741477251053, -0.023653998970985413, 0.019077379256486893, -0.028744902461767197, 0.001138199120759964, -0.03440508991479874, -0.04243140667676926, -0.022763915359973907, -0.009703204035758972, 0.008885744959115982, -0.025093521922826767, 0.05396638438105583, 0.02471950277686119, -0.01620205119252205, -0.030126633122563362, 0.008510228246450424, 0.03771015629172325, 0.03942311182618141, 0.0007869675755500793, 0.024224895983934402, -0.03051270730793476, -0.0062390826642513275, 0.03579668328166008, 0.0552121140062809, 0.003952357918024063, 0.030786868184804916, -0.05568566173315048, 0.01769931986927986, -0.049645207822322845]"
14,"[0.04323576018214226, -0.025827936828136444, -0.024750903248786926, 0.008501250296831131, 0.0026632919907569885, -0.038277365267276764, -0.016338080167770386, -0.03848421573638916, -0.021308735013008118, -0.014283720403909683, -0.00814320519566536, 0.005649100989103317, 0.038925375789403915, -0.03233635425567627, -0.05311916768550873, 0.04856931045651436, 0.0020957663655281067, -0.023015469312667847, 0.04347679391503334, -0.038080696016550064, -0.005728863179683685, -0.0026113539934158325, 0.039740774780511856, 0.03622501716017723, -0.0190371572971344, 0.03164603188633919, -0.019432589411735535, 0.033931273967027664, 0.019971195608377457, -0.017758376896381378, -0.02474149689078331, 0.036628272384405136, 0.050787221640348434, 0.018737677484750748, 0.0408066101372242, 0.04568212106823921, 0.04991434887051582, 0.0498453713953495, -0.025277230888605118, -0.040567368268966675, -0.02444639429450035, 0.05745796486735344, 0.013162363320589066, 0.052253592759370804, 0.02265435829758644, -0.02022489532828331, 0.03271831199526787, 0.03856613114476204, 0.023566845804452896, -0.01456279307603836, 0.05523179844021797, 0.048326265066862106, 0.05479951575398445, 0.03518429771065712, 0.027335714548826218, -0.042745210230350494, -0.0540986992418766, -0.02576587349176407, -0.04942326992750168, -0.03699947148561478, 0.016946326941251755, 0.03825103119015694, -0.0196496844291687, 0.000817321240901947]"
321,"[0.049788158386945724, 0.02342759445309639, -0.031970687210559845, 0.05253573879599571, 0.005339961498975754, 0.01600184664130211, -0.05448952689766884, 0.05416019633412361, -0.03831366077065468, -0.046061161905527115, -0.045958951115608215, -0.04741539806127548, -0.054416462779045105, 0.05766643211245537, -0.05379040911793709, -0.054840583354234695, 0.02183709666132927, -0.0005701780319213867, -0.0026785507798194885, 0.02658895030617714, -0.012585222721099854, 0.029808375984430313, -0.013134781271219254, 0.006802316755056381, -0.02351021021604538, 0.05125850811600685, -0.011958196759223938, 0.0116761215031147, -0.03966270387172699, 0.02909563109278679, -0.05072804540395737, -0.026927385479211807, 0.013884488493204117, 0.026742491871118546, -0.01917249709367752, 0.030475590378046036, -0.05100444704294205, 0.01017739251255989, -0.019585490226745605, -0.005413826555013657, -0.0283946692943573, -0.0027902089059352875, -0.00222880020737648, -0.04089045897126198, -0.028146695345640182, -0.05079564079642296, -0.02051777020096779, 0.02128007635474205, -0.052272338420152664, -0.00540582463145256, 0.03207838907837868, -0.054958146065473557, -0.03413870185613632, -0.02840462140738964, 0.010468382388353348, -0.01715822145342827, 0.015174474567174911, 0.015319738537073135, 0.00270659476518631, 0.027575593441724777, 0.02322588488459587, 0.04754849895834923, 0.0074116550385952, 0.05842149630188942]"
319,"[-0.05764223262667656, -0.04361697658896446, -0.005199164152145386, -0.006887570023536682, -0.025439854711294174, -0.01965411752462387, 0.05465099588036537, -0.00834280252456665, 0.055917125195264816, 0.04146290943026543, 0.049658361822366714, 0.025317106395959854, 0.03207959607243538, -0.03750354051589966, 0.011345725506544113, 0.03514957055449486, 0.04420771077275276, 0.0007918663322925568, -0.004269737750291824, 0.003452681005001068, 0.014073748141527176, -0.03015218861401081, -0.015468087047338486, -0.023244883865118027, 0.0029644183814525604, 0.0071420855820178986, 0.0337841622531414, 0.01840103790163994, 0.01978890225291252, -0.006155993789434433, 0.02872190997004509, 0.03405934199690819, 0.016504619270563126, -0.05291337892413139, 0.021604027599096298, -0.028652729466557503, 0.02114768698811531, -0.003664955496788025, -0.0380181223154068, -0.03595492243766785, 0.0261860154569149, -0.003013119101524353, -0.001981455832719803, -0.0471770241856575, -0.0029083527624607086, 0.03833962604403496, -0.033743634819984436, -0.012379903346300125, 0.018783245235681534, -0.001248326152563095, 0.01834515854716301, 0.01637917384505272, 0.05012211576104164, -0.0543891042470932, -0.05209833383560181, 0.04088398441672325, -0.012269776314496994, 0.02396472916007042, 0.051297713071107864, 0.03712991252541542, 0.009638089686632156, 0.03535171225667, -0.015082459896802902, -0.03096775710582733]"
237,"[-0.0015880540013313293, -0.053312160074710846, -0.013664517551660538, 0.010585438460111618, -0.0336296409368515, -0.013380434364080429, 0.0006064623594284058, 0.05668673291802406, -0.028244424611330032, 0.0019724667072296143, 0.028191667050123215, -0.052050575613975525, 0.039437998086214066, -0.00427066907286644, 0.027779575437307358, 0.029642920941114426, -0.018667783588171005, -0.0022222958505153656, 0.05047665163874626, -0.04150310531258583, -0.02322123572230339, 0.054998237639665604, 0.008702408522367477, 0.009980227798223495, -0.05383889377117157, 0.0537097193300724, 0.050941843539476395, -0.05751468986272812, -0.028351755812764168, -0.0027147382497787476, -0.04225338250398636, -0.02344200387597084, 0.046594683080911636, -0.04662788659334183, 0.040050629526376724, 0.04503893479704857, 0.028681296855211258, 0.018340881913900375, -0.024262115359306335, 0.03750333562493324, 0.052383530884981155, -0.029578102752566338, -0.03309059515595436, -0.05529871582984924, -0.04048704355955124, -0.007391083985567093, 0.016626518219709396, 0.0034233592450618744, 0.039043914526700974, -0.01951361820101738, -0.057828716933727264, -0.05602720379829407, -0.011554580181837082, 0.03635425493121147, -0.04749655723571777, 0.03572699800133705, -0.048549383878707886, -0.05566488578915596, 0.03244388476014137, -0.04445178434252739, -0.041747838258743286, -0.012393489480018616, 0.05210525169968605, -0.04613889008760452]"
325,"[0.034801844507455826, 0.05608658120036125, 0.024796079844236374, 0.004611436277627945, -0.0489034578204155, 0.053370509296655655, -0.043957050889730453, 0.025858473032712936, 0.0028564371168613434, 0.03528789058327675, -0.04589024931192398, -0.055360112339258194, -0.01028638705611229, -0.0021547414362430573, 0.014176670461893082, 0.022973787039518356, 0.03826158121228218, 0.03916521742939949, 0.02780739590525627, -0.03238343447446823, -0.054877348244190216, 0.0024328045547008514, 0.04491807147860527, 0.037743356078863144, -0.04138637334108353, 0.0302702896296978, -0.006359342485666275, -0.05682624503970146, 0.03523360565304756, 0.024998832494020462, -0.0013626106083393097, 0.004723396152257919, -0.0022336654365062714, 0.05701277032494545, 0.04590621963143349, -0.011891283094882965, 0.04022182151675224, -0.0010119639337062836, -0.009322494268417358, 0.020516853779554367, 0.005961243063211441, -0.04589548707008362, 0.056794311851263046, -0.016392994672060013, -0.05359703674912453, -0.007384505122900009, 0.021767910569906235, 0.05546293035149574, -0.052759841084480286, 0.02540605142712593, 0.0018229484558105469, 0.010651689022779465, -0.054036498069763184, 0.028042469173669815, -0.0020471513271331787, -0.03218282759189606, -0.027176212519407272, 0.050935450941324234, -0.04643198102712631, 0.05010354146361351, -0.027132660150527954, 0.013663429766893387, 0.025368157774209976, 0.0208057202398777]"
276,"[-0.053026776760816574, 0.05675411596894264, -0.02704116702079773, 0.05276976153254509, 0.009315107017755508, 0.02989569678902626, -0.035253219306468964, -0.014176834374666214, 0.0554899238049984, -0.017757128924131393, -0.04162202775478363, 0.04602377489209175, 0.035908740013837814, -0.05827492102980614, -0.045865241438150406, 0.028844881802797318, -0.013408400118350983, 0.04398259148001671, 0.027554217725992203, -0.028240008279681206, -0.033137135207653046, 0.055580172687768936, -0.025177210569381714, -0.0364912711083889, -0.03469482809305191, -0.05462048947811127, 0.01352820172905922, -0.031461410224437714, -0.043212901800870895, 0.015701312571763992, -0.03090522065758705, -0.007116168737411499, -0.03972980007529259, -0.018987290561199188, -0.04635824263095856, -0.020222142338752747, -0.011837873607873917, -0.029042158275842667, -0.03578715771436691, -0.02104947343468666, -0.02776760794222355, -0.024939585477113724, 0.008298028260469437, -0.028953228145837784, -0.020447593182325363, -0.04378587380051613, -0.02199987694621086, 0.03318442776799202, 0.04475222900509834, 0.0006777048110961914, 0.054325927048921585, 0.00013234838843345642, -0.03923068940639496, -0.03169860690832138, -0.022083792835474014, 0.03163288161158562, 0.016465645283460617, 0.03915606066584587, -0.058513421565294266, 0.0330350436270237, -0.003557726740837097, -0.025811560451984406, -0.02057252824306488, 0.05777813121676445]"
924,"[-0.047328367829322815, 0.05572953447699547, -0.05746234208345413, -0.03741084411740303, -0.0011454857885837555, -0.02536753937602043, -0.04137503355741501, -0.021067865192890167, -0.040213730186223984, 0.028580274432897568, -0.044962313026189804, 0.056219760328531265, 0.015982601791620255, -0.03128451108932495, 0.02002149447798729, -0.02491668611764908, -0.030949147418141365, -0.03424392640590668, -0.022236190736293793, -0.0018495172262191772, -0.014568936079740524, 0.011365603655576706, -0.04907172918319702, -0.007496975362300873, 0.046942707151174545, -0.009146414697170258, 0.04087134078145027, -0.04211661219596863, 0.045836906880140305, -0.010847389698028564, -0.0064910948276519775, 0.002857021987438202, -0.03418143093585968, 0.03845174238085747, 0.032546091824769974, -0.03815773129463196, 0.02510445937514305, 0.05339227244257927, 0.014056403189897537, -0.050106585025787354, -0.008257854729890823, 0.008106421679258347, -0.00458245724439621, -0.02591894194483757, 0.03717214986681938, -0.05159322917461395, 0.04563039913773537, 0.004594195634126663, 0.034135881811380386, -0.05246932804584503, 0.04186293110251427, -0.03982532024383545, -0.024875398725271225, -0.032576337456703186, -0.050993435084819794, 0.004996206611394882, -0.05105418711900711, -0.02912686951458454, -0.029151063412427902, 0.04737711325287819, 0.038654010742902756, -0.052848994731903076, -0.029768873006105423, -0.013492722064256668]"
9,"[-0.041102632880210876, 0.04558967426419258, -0.04368208721280098, -0.05223759263753891, 0.02846508100628853, -0.03830078989267349, -0.03144284710288048, 0.011178497225046158, -0.037501607090234756, -0.04304327815771103, 0.03374987468123436, -0.05006411299109459, -0.05310950055718422, -0.004167094826698303, 0.0038962848484516144, 0.004135001450777054, -0.024205505847930908, 0.048493433743715286, 0.021455954760313034, -0.036836620420217514, -0.04583466053009033, -0.005134183913469315, -0.03221578150987625, 0.0452660508453846, 0.02665029838681221, 0.02565939351916313, 0.04006214812397957, -0.012575816363096237, -0.020298179239034653, -0.010708697140216827, 0.03214167430996895, -0.035303808748722076, 0.048478443175554276, 0.048029836267232895, 0.04627099260687828, 0.043395232409238815, 0.011001687496900558, 0.027741331607103348, 0.02236182615160942, 0.0484251044690609, -0.05320354178547859, 0.05680013820528984, 0.008360762149095535, 0.0011226236820220947, 0.009190786629915237, 0.00014160200953483582, 0.03341314569115639, 0.040694791823625565, -0.04652254283428192, 0.0023975521326065063, -0.005803752690553665, 0.03076782450079918, -0.014646153897047043, -0.023667283356189728, 0.03145667538046837, -0.027088243514299393, -0.02427394688129425, 0.016354400664567947, 0.008227575570344925, 0.031337421387434006, -0.042647846043109894, 0.028041202574968338, 0.02682589367032051, -0.0558135062456131]"
304,"[-0.05498265475034714, -0.027732491493225098, 0.05176849290728569, -0.055481404066085815, 0.05407951399683952, -0.04726853594183922, 0.024278800934553146, 0.02567652240395546, 0.05465496703982353, 0.023862268775701523, -0.021922782063484192, 0.03151450678706169, 0.017099734395742416, -0.032090455293655396, -0.017173580825328827, -0.024007640779018402, -0.057931311428546906, -0.005341961979866028, 0.04415882006287575, -0.015375319868326187, -0.0016916058957576752, -0.009103324264287949, 0.03669852390885353, 0.0564444400370121, 0.056974153965711594, -0.0007930025458335876, 0.021854180842638016, 0.03991028293967247, -0.013461679220199585, -0.012244012206792831, -0.023161128163337708, 0.021765869110822678, 0.028849367052316666, -0.031039400026202202, -0.049679845571517944, 0.010201994329690933, 0.019976381212472916, -0.009973708540201187, 0.032451894134283066, -0.0421508327126503, -0.044080909341573715, 0.01062442734837532, -0.05600142478942871, 0.048661503940820694, -0.040468066930770874, -0.019338395446538925, 0.0262550450861454, 0.0359073169529438, 0.039577092975378036, -0.040824390947818756, 0.04918770119547844, 0.046081338077783585, -0.02733101323246956, 0.03283863887190819, 0.05306239053606987, 0.006442036479711533, 0.04010391607880592, -0.025655899196863174, -0.04113250970840454, 0.01566559448838234, 0.016862552613019943, -0.0502176359295845, 0.04491214081645012, -0.04621421545743942]"
294,"[-0.011720500886440277, -0.02527087926864624, -0.053767263889312744, 0.0006042756140232086, 0.05547964200377464, -0.03721815347671509, -0.027321428060531616, 0.056522104889154434, 0.013175684958696365, -0.021118830889463425, -0.020587120205163956, 0.011619191616773605, -0.008516646921634674, 0.05476493015885353, -0.02539927512407303, -0.027507569640874863, -0.037829890847206116, 0.04712123051285744, -0.0041898563504219055, 0.008022766560316086, 0.024388689547777176, 0.056820642203092575, 0.0559682659804821, -0.01941792294383049, 0.03096543624997139, -0.035239655524492264, 0.03854219242930412, -0.013903632760047913, -0.03551837056875229, -0.029053227975964546, 0.005362305790185928, -0.02101912349462509, 0.05427750572562218, -0.01951560378074646, -0.04013018682599068, -0.040952056646347046, -0.0001848079264163971, 0.04079081490635872, -0.04331859573721886, 0.033753279596567154, -0.02488938719034195, -0.03293600305914879, 0.033298689872026443, 0.045755330473184586, 0.014790456742048264, -0.04140041396021843, 0.025235872715711594, -0.036325909197330475, -0.029632966965436935, 0.013197015970945358, -0.02106991782784462, 0.02677154913544655, 0.05791199579834938, 0.05676470324397087, 0.015324871987104416, -0.05713403970003128, -0.023714203387498856, -0.0020958296954631805, -0.024641070514917374, -0.004331458359956741, 0.05052045360207558, 0.05838790908455849, -0.014316201210021973, 0.0390014611184597]"
748,"[0.04667327180504799, 0.003272421658039093, -0.0045236460864543915, -0.038965679705142975, -0.00768677145242691, -0.038878314197063446, -0.05110256001353264, 0.032904546707868576, -0.04088450223207474, 0.020563144236803055, 0.039421502500772476, -0.045167889446020126, -0.033251889050006866, -0.011249922215938568, 0.03296448662877083, 0.04027775302529335, -0.015982992947101593, 0.0484008751809597, -0.05705081671476364, 0.04019756242632866, 0.011631142348051071, -0.008421801030635834, 0.032589588314294815, -0.0567455030977726, 0.044094931334257126, 0.04737499728798866, 0.015726815909147263, 0.013998333364725113, -0.008552752435207367, -0.040328580886125565, 0.056143444031476974, -0.020446691662073135, 0.03386412933468819, 0.022273186594247818, 0.028961289674043655, -0.02132883295416832, 0.05746925249695778, -0.033607907593250275, 0.0006163306534290314, 0.03252103552222252, -0.046160999685525894, -0.008683495223522186, -0.026667460799217224, -0.037497542798519135, -0.018581368029117584, 0.041037771850824356, -0.001172330230474472, -0.003410276025533676, 0.057915668934583664, 0.007517445832490921, 0.0024571754038333893, -0.05116752162575722, -0.0530417300760746, 0.020656127482652664, -0.054578546434640884, -0.007190849632024765, 0.014941509813070297, 0.012188341468572617, -0.019736185669898987, 0.053660113364458084, 0.016503240913152695, -0.008378274738788605, 0.04522192105650902, -0.01334797590970993]"
690,"[-0.031232859939336777, -0.04982960969209671, 0.021763984113931656, -0.030169259756803513, 0.006459888070821762, 0.05157352611422539, 0.04159940406680107, -0.029235409572720528, 0.03098059818148613, -0.017976779490709305, 0.0045949481427669525, -0.05238916724920273, -0.004258111119270325, 0.020364034920930862, 0.017339255660772324, -0.020576059818267822, -0.04451349005103111, 0.0190664641559124, -0.00267874076962471, 0.046547506004571915, -0.035821639001369476, -0.031227095052599907, 0.01817595586180687, -0.01936933398246765, -0.032219864428043365, -0.028478359803557396, -0.0034225769340991974, -0.009944573044776917, -0.05396132543683052, 0.00032446905970573425, 0.05823288485407829, -0.00429057702422142, 0.01800692453980446, -0.04193051531910896, 0.007611524313688278, 0.05501719191670418, 0.03550193831324577, -0.048275839537382126, 0.02710956707596779, 0.010647032409906387, 0.0025563351809978485, -0.02313801273703575, -0.017780236899852753, -0.02060089260339737, 0.02748524770140648, -0.029572106897830963, 0.02893371507525444, -0.006184574216604233, -0.04881586134433746, 0.01221238449215889, -0.04063670337200165, -0.029231810942292213, 0.021486934274435043, -0.002278681844472885, -0.023786339908838272, 0.006516952067613602, -0.011509351432323456, 0.047744978219270706, -0.025668278336524963, 0.009780991822481155, 0.05356655642390251, -0.011083640158176422, -0.01027577742934227, 0.01325712725520134]"
258,"[0.039697419852018356, -0.01673489809036255, 0.007956963032484055, -0.017897050827741623, 0.047439318150281906, 0.03738565370440483, 0.0439281202852726, -0.05150211602449417, 0.006611820310354233, 0.0497010238468647, -0.0557527057826519, -0.018325183540582657, 0.04886389151215553, 0.03847498074173927, 0.05855792388319969, 0.04350528493523598, 0.029615867882966995, -0.008707854896783829, 0.0066330693662166595, 0.04552697762846947, 0.02610936388373375, 0.04814940318465233, 0.05731707438826561, 0.041284602135419846, -0.0006445050239562988, -0.011292677372694016, -0.044574007391929626, -0.041651539504528046, 0.007580187171697617, -0.05026370659470558, -0.025543048977851868, 0.015475723892450333, -0.013751201331615448, 0.05133438482880592, 0.00940052792429924, 0.04275791719555855, -0.05720006301999092, 0.04274614527821541, 0.012326683849096298, -0.045896612107753754, -0.04798748344182968, -0.011676788330078125, 0.002284090965986252, 0.007172141224145889, -0.0017285868525505066, 0.020943280309438705, 3.968551754951477e-05, -0.021592922508716583, -0.046192195266485214, -0.0166008360683918, -0.030602360144257545, -0.040130116045475006, -0.002796567976474762, -0.01515910029411316, 0.056134868413209915, -0.020399857312440872, -0.05053294077515602, 0.00176258385181427, 0.015914853662252426, 0.055151473730802536, -0.046129532158374786, 0.029577959328889847, -0.037210024893283844, -0.04828682541847229]"
323,"[0.04870254918932915, 0.028167996555566788, -0.014933981001377106, 0.0041863806545734406, 0.019323226064443588, 0.020763736218214035, 0.03680553659796715, 0.04219319298863411, -0.038522735238075256, -0.0023110024631023407, -0.022980354726314545, -0.012718725949525833, -0.002968769520521164, -0.05596258491277695, -0.012844763696193695, 0.0331386961042881, -0.05669796094298363, 0.02191505953669548, 0.008289385586977005, 0.03570229932665825, -0.04249013960361481, -0.042847640812397, 0.00478019192814827, 0.018993910402059555, -0.055761560797691345, 0.041612837463617325, -0.04540836066007614, 0.03600179776549339, 0.03566266968846321, 0.02606632187962532, 0.014348302036523819, 0.023993883281946182, -0.042497918009757996, -0.020492184907197952, 0.010405141860246658, -0.005750223994255066, 0.05456335470080376, 0.025081153959035873, -0.05368560552597046, 0.03360949829220772, 0.055826347321271896, 0.012800749391317368, -0.02442007139325142, -0.018751710653305054, 0.04488048329949379, -0.04647761583328247, -0.007586143910884857, 0.0028251074254512787, -0.04730233550071716, -0.037627801299095154, 0.030429530888795853, -0.03576776385307312, 0.03521003946661949, 0.023101333528757095, -0.03996909409761429, -0.045722149312496185, -0.05164649337530136, 0.0039012841880321503, -0.0452025942504406, -0.0540337972342968, 0.00902998074889183, -0.04874154552817345, 0.009466413408517838, 0.048136401921510696]"
289,"[0.055550869554281235, -0.009279970079660416, 0.01869644597172737, -0.02678011730313301, 0.0018100850284099579, -0.016276195645332336, -0.03836369514465332, -0.0396285206079483, -0.003244418650865555, 0.007028389722108841, -0.0459771491587162, -0.0003965310752391815, 0.049125175923109055, -0.041094280779361725, -0.0544869527220726, -0.03967779129743576, 0.0246451236307621, 0.050191182643175125, -0.02849443256855011, 0.044653382152318954, 0.04699902608990669, 0.0037520267069339752, -0.0184796005487442, 0.019240763038396835, -0.04297083616256714, 0.027051042765378952, -0.010985303670167923, 0.017661381512880325, -0.019227731972932816, 0.03922765329480171, 0.039557646960020065, 0.004599984735250473, 0.00821487233042717, -0.04497533291578293, 0.030514422804117203, 0.006494138389825821, -0.033545538783073425, 0.05413671210408211, -0.03478148207068443, -0.036817848682403564, 0.05784064158797264, -0.031206870451569557, -0.04148135706782341, 0.018435541540384293, -0.015663161873817444, -0.007087789475917816, -0.013674154877662659, -0.029603833332657814, -0.04739769175648689, 0.049098189920186996, 0.03524859622120857, -0.02382838726043701, 0.05734223499894142, 0.05713248625397682, 0.013405609875917435, 0.014855284243822098, -0.004005800932645798, 0.008357618004083633, -0.011097170412540436, -0.03112233616411686, 0.03634732589125633, 0.006952125579118729, -0.046565182507038116, 0.0005142949521541595]"
307,"[-0.04288949444890022, 0.04910588636994362, 0.0170128233730793, -0.008518505841493607, 0.010748069733381271, -0.01432928815484047, -0.019772570580244064, 0.04346564784646034, 0.05550858750939369, -0.01375323161482811, -0.012333817780017853, 0.05208730325102806, 0.031987693160772324, 0.028093766421079636, 0.010216128081083298, -0.0007946863770484924, -0.012156203389167786, 0.04382828250527382, 0.05113786831498146, -0.0230591781437397, 0.0267377607524395, -0.03366140276193619, 0.04435408487915993, 0.003691200166940689, 0.04677356407046318, 0.050052184611558914, -0.00402035191655159, -0.05389777943491936, -0.04313793033361435, 0.0062364377081394196, -0.025270357728004456, -0.008365310728549957, -0.0017566457390785217, 0.04723237082362175, 0.044930730015039444, 0.04660480096936226, 0.03203621134161949, 0.018563304096460342, 0.04276297613978386, 0.05714130774140358, -0.007196251302957535, 0.04058334603905678, 0.03287528082728386, -0.005701787769794464, -0.031642988324165344, -0.005505923181772232, -0.039507851004600525, 0.009042274206876755, -0.043644607067108154, -0.02463415265083313, -0.049063120037317276, -0.048177991062402725, 0.029383990913629532, 0.048378851264715195, -0.05044565349817276, 0.028338517993688583, 0.025331247597932816, 0.04623967036604881, -0.03625063598155975, 0.048026423901319504, -0.049889400601387024, -0.014071222394704819, 0.03339599445462227, 0.03640452399849892]"
