item,embedding
257,"[-0.08145275712013245, -0.0325254462659359, -0.03834226354956627, 0.04262214154005051, 0.03363893926143646, -0.02253183349967003, -0.07250726222991943, -0.05260740965604782, -0.015408597886562347, 0.020632430911064148, 0.047313474118709564, 0.02560526132583618, -0.04173741117119789, -0.0537395253777504, 0.020619340240955353, -0.04586941748857498, 0.010533317923545837, -0.057850878685712814, 0.05404683202505112, -0.02769847959280014, 0.003175102174282074, 0.0626300498843193, 0.05547787994146347, 0.04911894351243973, 0.0771319642663002, -0.05361813306808472, -0.010962657630443573, 0.06445089727640152, -0.07714154571294785, -0.032533641904592514, 0.05770527571439743, 0.04703720659017563, 0.04025610536336899, 0.0049032121896743774, -0.0023708194494247437, -0.040446698665618896, -0.06769290566444397, 0.07477537542581558, -0.06910387426614761, -0.05422841012477875, -0.03159964084625244, 0.04397573322057724, 0.007476598024368286, -0.009435787796974182, 0.06343070417642593, 0.009645812213420868, 0.07837653905153275, -0.051415879279375076, -0.027841653674840927, 0.03725503385066986, -0.0038084909319877625, -0.022921442985534668, -0.07475487887859344, -0.03555245324969292, -0.051630277186632156, 0.04584244638681412, -0.08066574484109879, 0.0644536092877388, -0.027845628559589386, 0.01767531782388687, 0.01786494255065918, 0.010223671793937683, -0.0277506522834301, -0.070309579372406]"
318,"[0.03428855538368225, -0.061276257038116455, 0.0707341805100441, -0.05076584219932556, 0.014735773205757141, -0.03182534873485565, -0.06419087946414948, 0.05282370001077652, 0.08208449929952621, 0.029756173491477966, 0.045565374195575714, -0.0431530587375164, 0.05090814083814621, -0.03145108371973038, -0.019052043557167053, 0.07332674413919449, 0.025899134576320648, -0.008238241076469421, -0.0760193020105362, -0.07584112882614136, 0.021757610142230988, 0.00995691865682602, 0.06019157916307449, 0.0034416615962982178, 0.030625976622104645, -0.021759890019893646, 0.054176054894924164, 0.0007718726992607117, 0.01622241735458374, -0.0260719433426857, -0.024685684591531754, -0.06425923854112625, -0.08161234110593796, -0.07009700685739517, 0.02307867258787155, -0.04293563589453697, 0.04782485216856003, 0.06974505633115768, -0.0030653849244117737, -0.04862288385629654, 0.012974224984645844, 0.028053149580955505, 0.07434558123350143, -0.020465724170207977, -0.057215165346860886, -0.012832611799240112, 0.01613543927669525, 0.026223666965961456, -0.00792618840932846, -0.028547145426273346, 0.029657259583473206, 0.06454963237047195, -0.020353294909000397, -0.07858159393072128, 0.03244919329881668, -0.039757732301950455, -0.0465090274810791, 0.07861649245023727, 0.021390579640865326, 0.039152100682258606, 0.06057577580213547, 0.06607774645090103, -0.03147309646010399, -0.015724383294582367]"
216,"[0.08262640982866287, 0.05356209725141525, 0.0007979720830917358, -0.005681648850440979, -0.06853502988815308, -0.041579894721508026, 0.06332830339670181, 0.07367447763681412, 0.034379035234451294, 0.038555808365345, 0.04271712154150009, 0.05210306495428085, -0.005223169922828674, 0.024353057146072388, 0.07589482516050339, 0.04727143794298172, -0.049423590302467346, -0.01915348321199417, -0.02108551189303398, 0.015118509531021118, 0.05610721558332443, -0.06352388858795166, -0.019066326320171356, -0.013494692742824554, 0.060770563781261444, 0.010905414819717407, -0.04780258610844612, -0.05099588260054588, 0.009677954018115997, -0.050642866641283035, -0.0615546777844429, -0.014686450362205505, 0.04467121511697769, -0.06889614462852478, 6.0752034187316895e-05, -0.056424032896757126, -0.03379189968109131, 0.052482567727565765, -0.014467626810073853, -0.01486855000257492, 0.05692041665315628, 0.049302585422992706, 0.08217378705739975, -0.06120666116476059, 0.0664069876074791, -0.0022412240505218506, 0.043391816318035126, -0.06887053698301315, -0.06792917847633362, 0.0041275471448898315, 0.0004145577549934387, 0.034011103212833405, 0.0800788477063179, 0.03071475774049759, -0.026383928954601288, -0.04550349712371826, 0.005552008748054504, -0.048036836087703705, 0.03465104103088379, -0.03142963722348213, 0.002296037971973419, 0.048138104379177094, -0.011783838272094727, -0.0062200650572776794]"
302,"[0.03488847613334656, -0.022685080766677856, 0.014870919287204742, 0.037556715309619904, -0.00741160660982132, 0.02880217880010605, 0.016909867525100708, 0.008096888661384583, -0.07265157997608185, 0.08054082840681076, -0.06411722302436829, -0.0727025493979454, -0.021833185106515884, -0.007194586098194122, 0.07125815004110336, 0.06963395327329636, 0.009525783360004425, 0.06715401262044907, -0.032156411558389664, 0.03955148160457611, 0.06039395183324814, 0.02156190574169159, -0.08258634805679321, -0.08229035884141922, -0.07740204781293869, 0.010534033179283142, -0.053979262709617615, -0.06506451964378357, 0.023731574416160583, 0.018955789506435394, 0.08154488354921341, -0.02901308983564377, -0.034143734723329544, 0.061175309121608734, -0.015668198466300964, -0.07330012321472168, 0.018120206892490387, -0.03099042922258377, -0.004239022731781006, -0.023616109043359756, -0.033796221017837524, 0.08249952644109726, -0.044727034866809845, 0.0039017945528030396, -0.0307074673473835, -0.08104859292507172, 0.0029472410678863525, -0.06093117594718933, -0.07046595960855484, -0.0819535180926323, -0.010552085936069489, 0.06871453672647476, -0.06759148091077805, 0.018376298248767853, 0.0007722005248069763, -0.0384865328669548, 0.06944339722394943, 0.038448967039585114, 0.037708066403865814, 0.0795629695057869, 0.06384237855672836, -0.015609532594680786, 0.015318535268306732, 0.015089660882949829]"
234,"[0.05848733335733414, -0.041421376168727875, -0.04022128880023956, 0.06165539473295212, 0.07595450431108475, 0.05089937895536423, -0.028715644031763077, 0.030958890914916992, -0.03246347978711128, -0.034624457359313965, -0.0778505951166153, -0.006921730935573578, -0.07079381495714188, 0.04967302829027176, -0.03893377631902695, -0.06334659457206726, 0.07099399715662003, 0.01571967452764511, -0.04900228604674339, 0.0030941665172576904, 0.01162756234407425, 0.0051566362380981445, 0.011378258466720581, -0.02680997923016548, -0.07895955443382263, 0.031017795205116272, 0.0091596320271492, -0.06604940444231033, -0.029646266251802444, 0.01745717227458954, -0.0449909083545208, -0.027522068470716476, -0.05101395025849342, -0.007094718515872955, -0.02077464759349823, -0.043251704424619675, 0.0056985169649124146, -0.004276856780052185, -0.00761307030916214, 0.06741254776716232, 0.026153065264225006, 0.006289377808570862, -0.042312171310186386, 0.028429090976715088, -0.04976341500878334, 0.003428436815738678, -0.059140730649232864, -0.05490665137767792, -0.001179434359073639, 0.04773201793432236, 0.015431910753250122, -0.02853846177458763, -0.043687716126441956, -0.08067558705806732, -0.0593552365899086, -0.020698819309473038, -0.0746229812502861, 0.052478350698947906, 0.07772190123796463, 0.05324152857065201, 0.014237701892852783, 0.05681704729795456, -0.0008454248309135437, -0.02992776408791542]"
195,"[-0.04994864761829376, 0.02830652892589569, 0.0022967979311943054, -0.004989452660083771, -0.011149927973747253, -0.06410247832536697, 0.006991252303123474, -0.02065802365541458, 0.005426473915576935, 0.07041537016630173, 0.06980658322572708, 0.0073986053466796875, -0.013697661459445953, 0.010786168277263641, 0.024305321276187897, 0.029387421905994415, 0.024943441152572632, 0.020251624286174774, 0.03554710000753403, -0.018824920058250427, 0.04269855469465256, 0.05288288742303848, -0.038830045610666275, -0.0175216943025589, -0.07214879244565964, -0.08296459913253784, -0.015834324061870575, -0.06549416482448578, -0.023948192596435547, -0.014650650322437286, -0.047849029302597046, -0.04194725304841995, 0.05758745223283768, -0.04604463651776314, 0.07453789561986923, -0.05885118246078491, -0.006611570715904236, 0.06487367302179337, 0.01573380082845688, -0.02770441398024559, 0.017874933779239655, -0.007596544921398163, -0.04842798039317131, 0.037105850875377655, 0.005954556167125702, -0.009475216269493103, 0.06688278168439865, 0.033751361072063446, 0.046734683215618134, 0.05839752405881882, 0.036082036793231964, 0.07336271554231644, -0.04719128459692001, -0.028427276760339737, -0.0669236108660698, -0.06476476788520813, -0.07764103263616562, 0.02688802033662796, -0.02722877636551857, -0.03580649569630623, -0.07644518464803696, -0.031509023159742355, 0.0181097611784935, 0.061423249542713165]"
22,"[0.018337011337280273, 0.019766971468925476, 0.0564117357134819, 0.07283931225538254, 0.015386909246444702, -0.015324801206588745, 0.026540614664554596, 0.019785501062870026, -0.029207617044448853, -0.0028239041566848755, 0.07425365597009659, -0.08252134174108505, -0.04177132993936539, 0.04160524904727936, 0.008556611835956573, 0.058576472103595734, -0.0608830489218235, 0.06952748447656631, 0.08308478444814682, -0.07776671648025513, -0.07867573946714401, -0.04844585061073303, 0.017207808792591095, -0.03533881902694702, 0.05032122880220413, -0.04974845051765442, 0.041851021349430084, 0.01657465100288391, -0.02127598598599434, 0.07192777842283249, -0.03719251602888107, 0.013758018612861633, -0.00606989860534668, 0.057550378143787384, -0.0799921303987503, -0.0426759347319603, 0.06785585731267929, 0.014331094920635223, -0.03671882301568985, -0.07203654944896698, -0.03053745999932289, -0.03768860176205635, -0.05126127600669861, 0.006148800253868103, -0.04839307442307472, 0.02553153783082962, -0.06021004170179367, -0.00725255161523819, 0.022854961454868317, -0.04698266461491585, -0.042354077100753784, 0.07529319077730179, -0.04528355598449707, -0.003686070442199707, -0.020876813679933548, 0.03983715921640396, 0.021291397511959076, -0.05900458246469498, -0.08063008636236191, -0.04695013538002968, 0.06264280527830124, 0.07943787425756454, -0.01673687994480133, 0.021769694983959198]"
111,"[-0.07627686113119125, -0.007018730044364929, -0.0774071142077446, 0.05311974138021469, 0.06338009983301163, 0.004249013960361481, 0.01677680015563965, -0.04264296963810921, -0.019860289990901947, 0.004247091710567474, -0.015132680535316467, 0.06481824070215225, 0.050739116966724396, 0.08170377463102341, 0.07865885645151138, 0.05071911960840225, -0.027834013104438782, 0.028772197663784027, -0.06870758533477783, -0.05951645225286484, -0.06673169136047363, -0.0450323186814785, -0.04574832320213318, 0.07391715794801712, 0.06029365211725235, -0.027392152696847916, -0.011891752481460571, 0.029126115143299103, 0.061771638691425323, -0.06780777871608734, -0.0634433925151825, -0.04384974390268326, 0.030682086944580078, 0.048080869019031525, 0.026619091629981995, 0.004714697599411011, -0.027970261871814728, 0.06378839164972305, 0.07266170531511307, 0.03572356700897217, 0.02838071435689926, -0.05402590334415436, -0.048425961285829544, -0.07519042491912842, -0.0007947087287902832, -0.055630095303058624, 0.04493436962366104, -0.04889456182718277, -0.05466592684388161, -0.06673838943243027, -0.057020530104637146, 0.0036148279905319214, 0.02510523796081543, -0.018748722970485687, 0.0250561460852623, -0.06848248094320297, -0.03585417941212654, -0.010978713631629944, 0.0682768002152443, -0.074393130838871, 0.05093442648649216, 0.016574367880821228, 0.015174329280853271, 0.06649693101644516]"
96,"[0.07435407489538193, -0.027644265443086624, -0.00437212735414505, -0.03704053908586502, -0.06475448608398438, 0.032045453786849976, 0.06547083705663681, -0.07566376775503159, 0.04926472157239914, -0.0364278107881546, -0.07088823616504669, -0.06709974259138107, 0.05687328428030014, 0.07886641472578049, 0.0767892375588417, -0.017720960080623627, 0.017192594707012177, 0.07562782615423203, -0.019903264939785004, -0.05523224174976349, -0.03490516170859337, -0.0016314014792442322, -0.049045249819755554, -0.06401032954454422, -0.024796083569526672, -0.04335634782910347, -0.07945506274700165, -0.004258401691913605, -0.036347173154354095, 0.030297942459583282, -0.03471127152442932, 0.06830630451440811, -0.015394508838653564, -0.01494571566581726, 0.033672183752059937, 0.06458830088376999, -0.05035565793514252, -0.008174926042556763, 0.07134909182786942, -0.06105057895183563, -0.011571936309337616, 0.067677341401577, 0.014496900141239166, -0.05889733135700226, -0.005439341068267822, 0.06819593161344528, 0.010877810418605804, 0.08268608897924423, 0.06682690232992172, 0.009496048092842102, -0.028375770896673203, -0.04151533171534538, 0.00029790401458740234, 0.04882993549108505, -0.050297826528549194, -0.06106541305780411, -0.032613467425107956, -0.032946810126304626, -0.0807885229587555, -0.07258341461420059, 0.002606600522994995, -0.008672766387462616, -0.07605919986963272, 0.007132895290851593]"
276,"[-0.03200404718518257, 0.037114642560482025, -0.07722623646259308, -0.0001654699444770813, 0.07164221256971359, 0.08023131638765335, -0.05529247224330902, -0.05070692300796509, -0.01393049955368042, -0.050653789192438126, -0.07638749480247498, -0.021795690059661865, -0.031617164611816406, -0.018481694161891937, -0.06946757435798645, -0.008928939700126648, 0.06765062361955643, -0.02676333859562874, 0.02173302322626114, 0.05702564865350723, -0.020088516175746918, 0.03264860063791275, -0.029780294746160507, 0.025187194347381592, -0.07868103682994843, -0.043698571622371674, -0.06966521590948105, -0.034266989678144455, 0.03447536379098892, -0.037197295576334, -0.0794479250907898, 0.07876565307378769, 0.0041436925530433655, -0.010732181370258331, 0.018403254449367523, 0.001557864248752594, -0.018410079181194305, -0.03455347567796707, 0.021907545626163483, 0.00040391087532043457, -0.038424279540777206, 0.07760428637266159, -0.026743028312921524, 0.0736217275261879, -0.05856407806277275, 0.06806498020887375, 0.0667022094130516, -0.013532593846321106, -0.024973496794700623, -0.05258025601506233, 0.014593541622161865, 0.0518258735537529, -0.024351738393306732, -0.03295494616031647, 0.06642992049455643, -0.03521663323044777, -0.03400878608226776, 0.07577117532491684, -0.0007565617561340332, 0.007219433784484863, -0.04998224601149559, 0.015226215124130249, 0.05644615739583969, 0.06263995915651321]"
118,"[0.02736584097146988, -0.07543762028217316, 0.020594976842403412, 0.05278132110834122, 0.012853242456912994, 0.03963682800531387, -0.0273074209690094, -0.020216427743434906, -0.07122470438480377, -0.0027580782771110535, 0.04347699135541916, -0.02088921144604683, 0.02709437906742096, -0.002709709107875824, -0.06917259097099304, 0.05261347442865372, 0.01375378668308258, 0.006338916718959808, -0.013260938227176666, -0.06690488755702972, 0.04442242532968521, 0.009313121438026428, 0.01286190003156662, 0.049290306866168976, 0.035250224173069, -0.05145648494362831, 0.06203752011060715, -0.04547769948840141, -0.05036614462733269, -0.012307964265346527, -0.07681357115507126, 0.040839046239852905, -0.042284343391656876, -0.005389347672462463, 0.06598518043756485, -0.025433316826820374, 0.08180970698595047, 0.03850316256284714, -0.0072205811738967896, 0.06361802667379379, -0.04748593270778656, -0.005876995623111725, -0.022458739578723907, -0.07470560073852539, -0.07718449831008911, 0.05484475940465927, -0.03832167759537697, -0.05043664202094078, -0.0273742638528347, 0.026983484625816345, 0.03932640701532364, -0.0778818130493164, -0.029315508902072906, -0.05954489856958389, 0.01904977858066559, 0.04724029451608658, -0.07911525666713715, -0.08073226362466812, 0.06345590204000473, -0.0550348125398159, -0.017781242728233337, -0.014268599450588226, 0.007751859724521637, 0.018751397728919983]"
191,"[-0.001643456518650055, -0.02672257274389267, 0.0169571191072464, 0.04408185929059982, 0.0123857781291008, 0.026363052427768707, -0.05441509559750557, 0.041972242295742035, 0.017203524708747864, 0.06885477155447006, 0.021640345454216003, 0.04898499697446823, -0.06666570901870728, 0.06660228222608566, 0.051866017282009125, -0.0021727383136749268, 0.03413044661283493, 0.06009136885404587, 0.06493154913187027, 0.05025423318147659, -0.05669663846492767, 0.006129764020442963, 0.0684492215514183, -0.031235255300998688, 0.05996827036142349, -0.07658380270004272, -0.06462570279836655, 0.0627426728606224, -0.04981676861643791, -0.07694755494594574, -0.044589508324861526, -0.06779642403125763, -0.013685107231140137, -0.06919632852077484, -0.007624194025993347, -0.03872198238968849, -0.014135822653770447, 0.07828355580568314, 0.03779897093772888, -0.04404279589653015, 0.06780097633600235, -0.0782705694437027, -0.061341650784015656, -0.013127915561199188, 0.05331879109144211, -0.037157848477363586, 0.03455812484025955, 0.0040863677859306335, -0.07036183774471283, 0.028187714517116547, 0.06524207442998886, 0.07086636871099472, 0.020037412643432617, 0.0801314190030098, 0.005038551986217499, 0.005009204149246216, -0.009010590612888336, -0.018442831933498383, 0.0002014636993408203, 0.025598399341106415, -0.07182290405035019, -0.02163650467991829, -0.05323360860347748, 0.019053637981414795]"
25,"[-0.07150048017501831, 0.07124056667089462, 0.0616169199347496, 0.005665808916091919, -0.035541143268346786, -0.022620540112257004, 0.0559019073843956, 0.04066620022058487, 0.018285542726516724, -0.029000628739595413, 0.00449158251285553, -0.07744401693344116, 0.03061019629240036, -0.07366637140512466, -0.05976780131459236, -0.07977142184972763, -0.04363486170768738, 0.033181555569171906, -0.028122935444116592, -0.02766777202486992, 0.07201132923364639, -0.039642028510570526, 0.05995706468820572, -0.005369052290916443, -0.013078093528747559, -0.025416813790798187, 0.04244586080312729, -0.03988552838563919, -0.0503038726747036, 0.026045113801956177, 0.0532601997256279, -0.019181832671165466, 0.00454992800951004, -0.0681169182062149, 0.0041831135749816895, -0.0013442710041999817, 0.06346406787633896, 0.04249177128076553, 0.00603397935628891, 0.05074150115251541, 0.07282931357622147, 0.065794937312603, 0.02235623449087143, 0.041442081332206726, 0.0003639906644821167, -0.03214651346206665, 0.0593254491686821, -0.043167468160390854, -0.0708644837141037, 0.06048763543367386, -0.039486609399318695, -0.05834568291902542, -0.0814032256603241, -0.01632208377122879, -0.021007392555475235, -0.0824178084731102, -0.054356105625629425, 0.07794686406850815, -0.06003764271736145, -0.05610831081867218, 0.06196891516447067, -0.01292739063501358, 0.00019851326942443848, 0.07696110755205154]"
275,"[0.0509791299700737, 0.056828804314136505, 0.07489510625600815, -0.02203793078660965, -0.02435711771249771, -0.06296062469482422, 0.03394348919391632, 0.07723710685968399, 0.06772582978010178, 3.8057565689086914e-05, -0.05771917104721069, -0.037596240639686584, -0.03623974323272705, 0.0457502081990242, 0.01524496078491211, -0.036493558436632156, -0.04768836125731468, -6.938725709915161e-05, -0.029529787600040436, 0.05256666988134384, -0.04769904538989067, -0.08294912427663803, 0.023273348808288574, 0.05873244255781174, -0.00317942351102829, -0.004459194839000702, 0.028372198343276978, 0.011144377291202545, -0.03279849886894226, 0.01144515722990036, 0.0032762959599494934, -0.013445809483528137, 0.07193479686975479, -0.0797298327088356, -0.009994402527809143, -0.010414548218250275, -0.05894864350557327, -0.03202217444777489, 0.050427280366420746, 0.019510097801685333, -0.06682249903678894, -0.062459126114845276, -0.018336348235607147, 0.0456608310341835, -0.021303687244653702, 0.01344648003578186, 0.050532929599285126, 0.013474881649017334, -0.04829248785972595, -0.002576760947704315, -0.01381944864988327, 0.07455454021692276, 0.060129739344120026, 0.052706800401210785, -0.007629238069057465, 0.06845781952142715, -0.03450799360871315, 0.019029080867767334, 0.08310648053884506, 0.04091989994049072, 0.0390230268239975, 0.07815783470869064, 0.03106689453125, -0.0026561692357063293]"
28,"[-0.003066807985305786, 0.05217587202787399, -0.007972568273544312, 0.01568518579006195, 0.039368294179439545, 0.021657034754753113, 0.01337248831987381, 0.05562105029821396, -0.050466861575841904, 0.03348829597234726, -0.0615684874355793, -0.07847948372364044, 0.05127605050802231, -0.01886129379272461, 0.03222554177045822, -0.03279481455683708, 0.02193406969308853, -0.0307096466422081, 0.030878067016601562, -0.07329583168029785, 0.001345813274383545, -0.0031543150544166565, 0.08141804486513138, 0.07516729086637497, -0.06498344987630844, 0.07670048624277115, 0.005412593483924866, -0.059597596526145935, -0.03753251954913139, 0.01613219827413559, -0.0030370205640792847, 0.03419622778892517, 0.058316536247730255, -0.04847821220755577, -0.013661086559295654, -0.007842980325222015, -0.033320263028144836, 0.0490727499127388, -0.07153668999671936, 0.07846631854772568, 0.04152680188417435, -0.032820798456668854, 0.040217116475105286, 0.045301325619220734, 0.04065154492855072, -0.03268700838088989, 0.014526061713695526, -0.017086327075958252, -0.018977254629135132, 0.08306113630533218, -0.05332454666495323, 0.0741603896021843, 0.009978719055652618, -0.06259067356586456, 0.011918134987354279, 0.04410397261381149, 0.040968671441078186, 0.04502894729375839, 0.014556251466274261, -0.0462818518280983, 0.018934331834316254, 0.021681107580661774, 0.03114490956068039, -0.06585906445980072]"
12,"[-0.061133988201618195, -0.05639876052737236, 0.04004158824682236, -0.06543204933404922, -0.056222014129161835, -0.0438489131629467, -0.07452162355184555, 0.07312450557947159, -0.03438081219792366, 0.07934208959341049, 0.012581467628479004, 0.07093404978513718, -0.04251888021826744, -0.007353052496910095, -0.055308736860752106, -0.07582853734493256, 0.06774107366800308, -0.06161589175462723, 0.031219221651554108, 0.06312882155179977, 0.0722716674208641, -0.05435454845428467, -0.07804858684539795, 0.05254027992486954, 0.0076085105538368225, 0.040040843188762665, -0.021873947232961655, 0.009356789290904999, 0.07490948587656021, -0.024030227214097977, -0.05064315348863602, -0.04094942286610603, -0.03543762117624283, 0.00790412724018097, 0.0651443675160408, 0.08276490122079849, 0.04899793118238449, 0.014034926891326904, -0.07393169403076172, 0.07807990163564682, 0.009675092995166779, 0.04869554191827774, -0.07573261111974716, 0.010121822357177734, 0.031532950699329376, 0.08157046884298325, 0.06452054530382156, 0.011042170226573944, -0.0472293421626091, -0.03265075385570526, -0.04901980981230736, -0.08217450976371765, -0.03539036586880684, 0.03037083148956299, -0.04398288205265999, -0.07826028764247894, 0.07073856145143509, -0.06799198687076569, -0.06372254341840744, -0.04022807627916336, 0.001616641879081726, 0.07409059256315231, -0.07410955429077148, -0.053959667682647705]"
89,"[0.021949738264083862, -0.07409629225730896, 0.06406349688768387, -0.06512520462274551, 0.00022930651903152466, 0.004933573305606842, -0.07284227758646011, 0.06635009497404099, 0.024761036038398743, 0.02418254315853119, -0.014712847769260406, 0.033130332827568054, 0.04218816012144089, 0.042987994849681854, -0.058409787714481354, 0.05012231320142746, 0.0487927570939064, 0.002673521637916565, 0.03551682084798813, -0.07126503437757492, -0.0015668421983718872, -0.02434597909450531, -0.051583368331193924, -0.015547767281532288, 0.04446922987699509, -0.02020670473575592, -0.01632624864578247, 0.07382421940565109, -0.006013527512550354, -0.07332740724086761, 0.08052227646112442, -0.001274213194847107, 0.010029993951320648, 0.04528503865003586, -0.023996293544769287, 0.004553936421871185, 0.04360952228307724, -0.06809668987989426, -0.0020324215292930603, 0.06447365134954453, 0.06435001641511917, 0.061423592269420624, -0.030808866024017334, -0.06835374981164932, -0.06999800354242325, 0.07018228620290756, 0.0012949034571647644, 0.05855383723974228, 0.007426299154758453, 0.04990076273679733, 0.038154736161231995, 0.03739355504512787, -0.06379416584968567, 0.053654901683330536, 0.03403015434741974, -0.004529625177383423, -0.06687740981578827, 0.06321153789758682, -0.07302350550889969, 0.06126370280981064, 0.04448837786912918, -0.0646771714091301, -0.025195792317390442, 0.00017289817333221436]"
183,"[0.01813359558582306, -0.07262115925550461, -0.017430655658245087, 0.01670987904071808, 0.0823836401104927, 0.06107021123170853, -0.07978153228759766, 0.04381164163351059, 0.06919536739587784, -0.0501166395843029, -0.041044898331165314, -0.013208165764808655, 0.042919449508190155, 0.041240982711315155, -0.009103253483772278, 0.045145146548748016, -0.06235881522297859, 0.08051935583353043, -0.05838467553257942, 0.04307468980550766, -0.05312008783221245, 0.04151233285665512, 0.0766902044415474, -0.062069665640592575, 0.015261687338352203, 0.07608560472726822, 0.054659001529216766, 0.0018365159630775452, 0.037197813391685486, 0.02083592116832733, 0.007212847471237183, 0.07677333801984787, 0.018140792846679688, 0.030851081013679504, 0.05360107868909836, 0.08191990107297897, -0.0273297019302845, 0.051581285893917084, -0.05884382873773575, 0.019598722457885742, 0.02246677875518799, 0.04825029522180557, 0.06538065522909164, 0.04457012563943863, 0.028670944273471832, 0.00738111138343811, -0.010720163583755493, -0.08104909211397171, -0.048876870423555374, -0.0761023536324501, 0.04404980689287186, 0.04370858520269394, -0.05566965043544769, -0.001956857740879059, 0.07835700362920761, -0.0019588693976402283, 0.026684828102588654, -0.004655949771404266, 0.010603286325931549, -0.04974932223558426, -0.06710238009691238, 0.01536666601896286, 0.018098630011081696, -0.0156475231051445]"
196,"[0.06560630351305008, 0.029274865984916687, 0.04584880918264389, -0.03658461570739746, -0.062208302319049835, -0.035268377512693405, -0.039199624210596085, 0.019264310598373413, 0.02427341789007187, 0.06826677173376083, 0.0043060556054115295, -0.045306768268346786, -0.049810294061899185, -0.042348138988018036, 0.04159313440322876, 0.034313514828681946, 0.02691662311553955, 0.022226467728614807, 0.0013880059123039246, -0.002233438193798065, -0.06745053082704544, -0.06149483472108841, -0.06104408577084541, 0.0720738098025322, -0.04935073480010033, -0.009134925901889801, 0.06110990792512894, -0.07140472531318665, 0.07300033420324326, 0.04765590280294418, 0.08292219787836075, -0.05582209676504135, 0.07526620477437973, 0.009132638573646545, -0.011356830596923828, 0.0496760830283165, 0.04764176160097122, -0.08259081840515137, -0.05921702831983566, -0.08234300464391708, 0.08052446693181992, -0.06988275796175003, -0.001943938434123993, -0.05453713238239288, 0.0625656470656395, 0.02141636610031128, 0.07133548706769943, -0.06839850544929504, -0.025378607213497162, 0.010592378675937653, -0.007724255323410034, 0.0511389896273613, 0.0515730157494545, 0.04988951236009598, 0.07450989633798599, -0.06196048483252525, 0.010561682283878326, 0.05953630059957504, -0.05604654550552368, -0.02746698260307312, 0.07705672830343246, 0.07838987559080124, -0.050435930490493774, 0.07858077436685562]"
357,"[0.05085257440805435, -0.008655861020088196, 0.07368063181638718, 0.060457415878772736, 0.002572089433670044, -0.07857640087604523, -0.07387088239192963, 0.03376445174217224, -0.06693903356790543, 0.06129247695207596, 0.02638436108827591, 0.07806519418954849, 0.04490111023187637, -0.005321189761161804, 0.04493316262960434, -0.07550328224897385, 0.03831072896718979, -0.030951667577028275, -0.08001910150051117, -0.07321308553218842, -0.02249208837747574, -0.006807379424571991, -0.005610212683677673, -0.07872787863016129, 0.023038238286972046, -0.040854454040527344, -0.008417502045631409, 0.047321341931819916, 0.030851617455482483, 0.01298995316028595, 0.05510503798723221, 0.04298620671033859, 0.02301749587059021, -0.08100534975528717, 0.04210489243268967, -0.06448148190975189, -0.02785593643784523, -0.06797435879707336, -0.027072615921497345, -0.03908659517765045, 0.07782895117998123, -0.06649024784564972, 0.05500834435224533, -0.07912101596593857, 0.07792147248983383, -0.03320840746164322, -0.01188744604587555, -0.033817093819379807, -0.03276033326983452, 0.004711471498012543, -0.018691465258598328, 0.017932668328285217, -0.01234801858663559, -0.07674270123243332, 0.050466232001781464, 0.058062098920345306, -0.06110931932926178, -0.031210530549287796, 0.03151731938123703, -0.03148825839161873, 0.031245067715644836, 0.01918604224920273, -0.046418678015470505, -0.01709657907485962]"
70,"[-0.04763232171535492, 0.004979409277439117, 0.02562340348958969, 0.01148328185081482, -0.036938395351171494, -0.03126644715666771, -0.05693163722753525, 0.021602146327495575, -0.07699906826019287, -0.03159774839878082, -0.05153203010559082, 0.024633966386318207, -0.03331434726715088, -0.03960958868265152, 0.0474519357085228, -0.03565269336104393, 0.06984014064073563, 0.06871803849935532, 0.04912372678518295, -0.071626678109169, -0.012752123177051544, -0.06507418304681778, -0.07794985920190811, -0.07671180367469788, -0.04482056573033333, 0.01809479296207428, -0.06488221883773804, -0.0071578845381736755, -0.005275174975395203, 0.06860663741827011, -0.08149541914463043, -0.016238637268543243, 0.06916797906160355, 0.013914868235588074, 0.0587817057967186, -0.059296365827322006, 0.04391426593065262, -0.06097317114472389, 0.06956084817647934, 0.021616846323013306, 0.010536350309848785, -0.06787113845348358, -0.06384513527154922, 0.033489376306533813, 0.02727590501308441, 0.062252841889858246, -0.07130599021911621, -0.039770208299160004, 0.054351381957530975, -0.06354910880327225, 0.06835398823022842, 0.04404652863740921, 0.07396458834409714, -0.0060036927461624146, -0.0414864718914032, -0.07160748541355133, 0.04818951338529587, -0.05919365584850311, 0.02756490558385849, -0.022262010723352432, -0.029633618891239166, -0.015126369893550873, -0.0441308356821537, 0.029793746769428253]"
