user,embedding
554,"[0.0034770038910210133, 0.026504473760724068, 0.008714577183127403, 0.0010361818131059408, -0.02227613888680935, 0.0077037448063492775, 0.02039552852511406, 0.024156149476766586, 0.01116524450480938, -0.017430277541279793, 0.00217728060670197, 0.015496872365474701, -0.008848934434354305, -0.013936844654381275, -0.020908989012241364, 0.013115225359797478, -0.0019386245403438807, -0.0057725924998521805, 0.023009488359093666, 0.01152016781270504, 0.022261306643486023, -0.004489034879952669, 0.028515495359897614, 0.0157468244433403, 0.023954061791300774, -0.0017038495279848576, 0.011616041883826256, 0.004917883779853582, 0.020124059170484543, 0.008515787310898304, 0.019512375816702843, -0.023248767480254173, 0.01821189559996128, 0.02408723719418049, -0.008350305259227753, -0.023641372099518776, 0.008906935341656208, 0.01672719419002533, -0.003807378001511097, 0.015276757068932056, 0.014896159991621971, 0.020821813493967056, -0.01791250705718994, -0.025045018643140793, -0.008450835011899471, 0.013150607235729694, -0.004955989774316549, -0.011848321184515953, -0.004555863793939352, -0.0063117993995547295, 0.02244858630001545, 0.021724116057157516, -0.016269171610474586, -0.019706139340996742, 0.0250665545463562, 0.0031481401529163122, 0.020212991163134575, 0.0019333463860675693, -0.02629684843122959, 0.0016678940737619996, 0.022631848230957985, -0.005070889368653297, 0.022949393838644028, -0.014610815793275833]"
397,"[0.018409548327326775, -0.025583038106560707, -0.011900568380951881, -0.0151124969124794, -0.017437899485230446, 0.02796570584177971, -0.01847493276000023, 0.017121560871601105, 0.025506122037768364, 0.01891869679093361, 0.012841926887631416, -0.024774501100182533, -0.008095324039459229, 0.027505777776241302, 0.007052561733871698, 0.01743050292134285, -0.027267714962363243, 0.008268275298178196, -0.011089514009654522, -0.02133801020681858, -0.02543470822274685, 0.005835520103573799, -0.008317041210830212, -0.003004441037774086, 0.015038818120956421, 0.0022410335950553417, 0.010425413958728313, 0.01020081527531147, -0.02179192379117012, 0.02658509835600853, -0.024459728971123695, -0.019664693623781204, -0.007528260815888643, -0.025894153863191605, 0.011595590971410275, 0.017074553295969963, 0.011095520108938217, 0.02053157240152359, -0.018410848453640938, -0.022891150787472725, -0.011483953334391117, 0.02133430540561676, -0.02847151644527912, -0.007391997613012791, -0.0036048549227416515, -0.012678460218012333, -0.01384558156132698, 0.01554743479937315, -0.017346229404211044, -0.0037567426916211843, 0.0197625569999218, -0.003639050992205739, 0.014353642240166664, -0.013168671168386936, -0.0055284951813519, -0.010080904699862003, -0.01189498882740736, 0.014514842070639133, 0.027963943779468536, -0.017572719603776932, 0.021319253370165825, 0.014739551581442356, -0.021234184503555298, -0.016831915825605392]"
378,"[-0.005862358957529068, -0.017135508358478546, -0.003964412957429886, 0.006450040731579065, -0.027355458587408066, -0.01467067189514637, -0.00728809367865324, 0.018735891208052635, -0.01727910339832306, 0.0016546346014365554, 0.001156206359155476, 0.025881940498948097, -0.004381118342280388, 0.018009677529335022, 0.005177620332688093, -0.01295178197324276, 0.017220592126250267, -0.0198882557451725, -0.008752251043915749, 0.013603531755506992, 0.0035001751966774464, -0.0007118998328223825, -0.013906080275774002, 0.02137678861618042, 0.01601737178862095, 0.017274316400289536, 0.005151456221938133, 0.019701944664120674, -0.025481000542640686, -0.02422391250729561, -0.021113321185112, 0.018736358731985092, 0.010393016040325165, -0.02131044864654541, 0.012522625736892223, 0.006087116897106171, -0.021751202642917633, 0.007555466145277023, -0.009165868163108826, -0.01883375644683838, -0.0324394591152668, 0.005021389108151197, 0.015607791021466255, -0.009438236244022846, -0.01537394616752863, 0.017112217843532562, -0.020076710730791092, -0.01627635397017002, 0.006340389139950275, 0.003690197831019759, -0.02834821306169033, -0.006891319993883371, -0.005139878485351801, -0.009026085957884789, -0.004292748868465424, -0.004724736791104078, 0.0070102824829518795, -0.009593368507921696, 0.006071117706596851, -0.01677824556827545, 0.016218887642025948, 0.004040060099214315, -0.018829932436347008, -0.01706531271338463]"
453,"[0.020231133326888084, 0.020321683958172798, -0.02023947611451149, 0.004107675515115261, 0.0003166761889588088, 0.012973369099199772, 0.005640228744596243, -0.005189418327063322, -0.017748093232512474, 0.002684851409867406, 0.016591278836131096, -0.018130183219909668, 0.0077890669927001, -0.015489492565393448, -0.02379441075026989, -0.017332132905721664, 0.0026958396192640066, -0.0012846880126744509, -0.020379992201924324, 0.014449328184127808, 0.002759689697995782, 0.01665770448744297, 0.005972210317850113, -0.0066331420093774796, 0.00453281681984663, 0.0002592089003883302, -0.018656138330698013, -0.0075333439745008945, 0.018638409674167633, 0.024119742214679718, 0.0009733617771416903, -0.011029633693397045, -0.010136147029697895, -0.0020406320691108704, 0.0003304834244772792, -0.009006903506815434, 0.016394387930631638, -0.002997645176947117, -0.00932228658348322, 0.005799133330583572, 0.013999199494719505, -0.00036796252243220806, 0.0059258826076984406, -0.013290606439113617, 0.004486555699259043, -0.007977702654898167, -0.017358271405100822, -0.00046924251364544034, -0.003945264033973217, -0.003516577184200287, -0.010069219395518303, -0.007321556564420462, -0.025400450453162193, -0.010155129246413708, 0.012760662473738194, 0.013707286678254604, -0.005437735468149185, 0.009976810775697231, -0.022649681195616722, 0.013928557746112347, -0.020571429282426834, 0.006277678534388542, -0.00305508472956717, -0.023251459002494812]"
889,"[0.007152257487177849, 0.013426138088107109, 0.006910118740051985, -0.008846797049045563, -0.023007988929748535, 0.01956586167216301, -0.02539011836051941, -0.003101541893556714, 0.01540055125951767, -0.0017449299339205027, -0.018163273110985756, -0.008152658119797707, 0.01462905015796423, -0.004726760555058718, 0.002463412471115589, -0.008140131831169128, 0.014595355838537216, -0.014577679336071014, 0.01776973530650139, -0.014803820289671421, -0.020674971863627434, 0.003891056403517723, 0.027795732021331787, -0.006606660317629576, 0.017529653385281563, -0.01327383890748024, 0.010505829006433487, 0.008900005370378494, 0.010812726803123951, 0.013904464431107044, 0.018888922408223152, 0.001619128044694662, -0.0061175646260380745, -0.02699705958366394, -0.006612873170524836, -0.01927516981959343, -0.018035955727100372, -0.02673567272722721, -0.024884315207600594, 0.00899028405547142, 0.01644791103899479, 0.0006995846051722765, -0.014232438057661057, -0.023069491609930992, -0.004068815149366856, 0.02551961876451969, 0.0021007016766816378, -0.026284942403435707, -0.022007424384355545, 0.018590770661830902, -0.0244849044829607, -0.01450433675199747, -0.012837737798690796, 0.0018025946337729692, 0.013128233142197132, -0.02411758340895176, 0.01523427851498127, -0.013152451254427433, 0.02211364358663559, 0.007143957074731588, -0.024394407868385315, -0.008057317696511745, 0.006529083475470543, -0.011776593513786793]"
435,"[-2.7311922167427838e-05, -0.0066032144241034985, -0.023774409666657448, -0.002027695532888174, -0.012612332589924335, 0.008822014555335045, -0.0014371986035257578, 0.013856734149158001, 0.022242480888962746, 0.0063555012457072735, -0.015373769216239452, 0.007372554391622543, 0.008441010490059853, -0.013993021100759506, 0.005964071024209261, 0.005016714334487915, -0.006904756184667349, -0.015870319679379463, -0.009136712178587914, -0.005510521586984396, -0.005276052746921778, -0.022877994924783707, 0.021641122177243233, 0.0029107506852597, 0.008196398615837097, 0.0014936327934265137, -0.02631250210106373, -0.010910729877650738, 0.023506438359618187, 0.012618837878108025, 0.011704769916832447, 0.0014365280512720346, -0.003301492892205715, 0.012869478203356266, 0.01586049236357212, -0.015947753563523293, -0.01047533843666315, -0.024488648399710655, 0.020812299102544785, -0.002746869344264269, 0.0078095560893416405, 0.002016996731981635, 0.024491585791110992, -0.0097079211845994, -0.008914547972381115, 0.005920944269746542, -0.010117031633853912, -0.009381700307130814, 0.004913388751447201, 0.011429729871451855, -0.0019969854038208723, 0.0004268554912414402, 0.0008681521285325289, 0.01948562078177929, -0.0030694063752889633, 0.011587375774979591, -0.012499839998781681, 0.01829591579735279, -0.01129155047237873, 0.007734215818345547, -0.022272054105997086, 0.02451167441904545, 0.013568391092121601, 0.025799838826060295]"
399,"[-0.00612923176959157, -0.010708930902183056, 0.02438987046480179, 0.021193252876400948, 0.004502723924815655, 0.01744890585541725, 0.024572795256972313, 0.027642719447612762, 0.01351495087146759, -0.014437978155910969, 0.027060862630605698, 0.009735380299389362, -0.02293330617249012, -0.0014368249103426933, 0.01943071372807026, -0.014122670516371727, 0.015581962652504444, 0.026394464075565338, 0.01816742867231369, 0.015835441648960114, -0.01874818280339241, -0.023196004331111908, 0.019626319408416748, 0.013268626295030117, 0.02306525595486164, 0.015468760393559933, -0.015233783982694149, 0.00751362694427371, 0.010740578174591064, 0.01861201971769333, -0.02181461825966835, -0.0008815585169941187, 0.007629962172359228, 0.0021433932706713676, -0.026649978011846542, 0.022337796166539192, 0.010807550512254238, -0.0263952799141407, -0.0001904519012896344, 0.024458546191453934, 5.240435712039471e-05, 0.00046504673082381487, 0.0059812325052917, -0.024676689878106117, 0.025485608726739883, -0.010515233501791954, -0.022317031398415565, 0.0023548284079879522, -0.004390114452689886, 0.02340056747198105, -0.012806907296180725, 0.003883102908730507, -0.019541997462511063, -0.004785455763339996, -0.010626149363815784, -0.024145999923348427, -0.00841014739125967, -0.0035892119631171227, 0.02600688487291336, -0.01275648083537817, 0.010535218752920628, -0.024679871276021004, 0.025998197495937347, -0.01976730488240719]"
943,"[0.020381899550557137, -0.01811075396835804, 0.010702461935579777, -0.018910085782408714, 0.01727047748863697, 0.013159705325961113, 0.013121366500854492, 0.028900984674692154, -0.003466377267614007, 0.02741115912795067, -0.012148883193731308, 0.0077147274278104305, -0.011744681745767593, 0.005824810825288296, 0.0041375597938895226, 0.00320487841963768, 0.014352952130138874, -0.01399251539260149, -0.013447260484099388, -0.00026392360450699925, 0.019186001271009445, -0.024462321773171425, 0.009244834072887897, 0.01615680754184723, -0.004583737347275019, -0.004919996485114098, 0.017179397866129875, -0.018028801307082176, -0.005816693417727947, 0.026335537433624268, -8.165798499248922e-05, -0.016504155471920967, -0.021068789064884186, -0.010980965569615364, -0.015228264033794403, -0.013581166975200176, -0.028667187318205833, -0.02734220027923584, -0.020381387323141098, 0.002506063785403967, -0.014446254819631577, 0.02074390836060047, 0.003453025361523032, 0.021930167451500893, 0.001194435404613614, -0.019225863739848137, 0.024161461740732193, -0.022444427013397217, 0.010261742398142815, -0.014877826906740665, -0.0262418482452631, -0.010472625494003296, 0.001989896409213543, 0.0011021947721019387, -0.0183199942111969, 0.006333059165626764, 0.008859613910317421, 0.02401318959891796, -0.010164001025259495, -0.01023102831095457, 0.019358225166797638, -0.018640564754605293, -0.017500393092632294, -0.0011684444034472108]"
619,"[-0.0166242066770792, 0.01051381230354309, -0.005460184067487717, -0.005073661915957928, -0.012478948570787907, 0.01904871128499508, 0.006082694046199322, 0.009104118682444096, 0.0016130723524838686, 0.0035347361117601395, -0.0168624185025692, -0.01014908216893673, 0.010310124605894089, -0.003114575520157814, -0.014062251895666122, 0.006852301303297281, -0.022512231022119522, -0.01225264836102724, -0.009908384643495083, -0.0017208342906087637, -0.016257744282484055, -0.012514231726527214, 0.0028574743773788214, -0.004468550905585289, 0.009088913910090923, 0.023920807987451553, -0.0016253713984042406, -0.009335477836430073, -0.020973030477762222, -0.013850721530616283, 0.022631648927927017, -0.0030826886650174856, 0.021477648988366127, 0.0024086448829621077, 0.018502140417695045, 0.01879853382706642, -0.014817221090197563, -0.016818707808852196, -0.022198615595698357, -0.025994693860411644, 0.019592827185988426, -0.01601915992796421, 0.011756463907659054, 0.0026511098258197308, 0.00912997405976057, -0.017690028995275497, 0.0029591720085591078, -0.01132261659950018, 0.015011530369520187, -0.017719890922307968, -0.0031444327905774117, -0.019924748688936234, 0.009089959785342216, -0.023947060108184814, 0.01780587062239647, -0.02224046178162098, -0.0284666046500206, -0.000693192589096725, -0.00606665899977088, 0.02200697921216488, -0.009266404435038567, -0.020897967740893364, -0.00915461964905262, -0.014033299870789051]"
916,"[-0.024738017469644547, 0.025057030841708183, 0.014676547609269619, -0.022011088207364082, -0.023652421310544014, 0.01803492195904255, 0.013197378255426884, 0.019263004884123802, -0.0030768434517085552, -0.0006011262303218246, 0.001233037794008851, -0.014510666020214558, -0.008410738781094551, 0.007954254746437073, -0.013055236078798771, -0.025629760697484016, -0.0008819443173706532, -0.015981052070856094, -0.013718639500439167, -0.019208038225769997, 0.012136721983551979, 0.02389668859541416, 0.0003965773794334382, -0.009280223399400711, -0.018468353897333145, 0.010118535719811916, -0.005863712634891272, 0.008543633855879307, 0.024879056960344315, -0.008319450542330742, 0.015291357412934303, -0.011046766303479671, 0.0053519392386078835, 0.017323533073067665, 0.004970969166606665, -0.012102772481739521, -0.023199597373604774, -0.0027015507221221924, -0.022760456427931786, 0.019727176055312157, -0.004251817241311073, -0.008404099382460117, -0.014524265192449093, 0.0192050002515316, 0.006271769292652607, 0.0132860466837883, 0.009060193784534931, -0.016580846160650253, 0.006294905673712492, 0.011362588964402676, -0.0105223897844553, 0.0026041835080832243, 0.02870037592947483, 0.005430894438177347, 0.018111996352672577, -0.014439108781516552, -0.009217483922839165, -0.004122432321310043, 0.008487463928759098, 0.0022843685001134872, -0.008559470064938068, 0.024446042254567146, -0.017993764951825142, -0.020297788083553314]"
503,"[0.007924859412014484, 0.020405113697052002, -0.017515823245048523, 0.01869356818497181, -0.006980609148740768, 0.023085227236151695, -0.007906480692327023, 0.011788954958319664, 0.015857746824622154, -0.004018991719931364, 0.011322211474180222, 0.01337492372840643, 0.023772867396473885, 0.02256908267736435, -0.011596469208598137, -0.015770964324474335, 0.012545200064778328, -0.018732037395238876, 0.022788893431425095, 0.017394203692674637, 0.016306515783071518, 0.0031586771365255117, 0.006640995852649212, -0.008568008430302143, 0.023705214262008667, -0.014469210058450699, -0.016509488224983215, -0.005467627663165331, 0.027047721669077873, 0.010975304059684277, 0.022254249081015587, 2.4824548745527864e-05, 0.005245143081992865, -0.010943835601210594, 0.012206212617456913, 0.007033609319478273, 0.015650292858481407, 0.023534175008535385, -0.0011107787722721696, 0.006055181380361319, -0.008056355640292168, 0.002657233038917184, -0.00898058246821165, -0.006517904810607433, 0.01751694642007351, 0.01773959957063198, -0.022894123569130898, 0.010095082223415375, 0.0189973097294569, 0.020481610670685768, 0.017443284392356873, 0.025306181982159615, -0.0028445401694625616, -0.009041808545589447, 0.007701594848185778, 0.022433264181017876, -0.02666627988219261, 0.006863579154014587, -0.0034267178270965815, 0.019708162173628807, -0.021418632939457893, -0.003197291400283575, -0.016861841082572937, -0.00352953327819705]"
551,"[-0.001606750302016735, 0.01886310614645481, 0.010253836400806904, 0.018341997638344765, -0.011502020061016083, 0.01077931560575962, -0.006311226636171341, 0.01753152534365654, -0.020016824826598167, -0.01556615810841322, 0.020538683980703354, -0.016232792288064957, 0.0029019175563007593, 0.01863369159400463, 0.023249998688697815, -0.02364296093583107, 0.009597637690603733, -0.005516305100172758, 0.01326831616461277, 0.0005664111813530326, -0.02627488039433956, 0.02181774377822876, 0.019265128299593925, -0.004900243133306503, 0.012496668845415115, -0.00971438828855753, -0.005443652626127005, -0.01671227440237999, -0.015337750315666199, -0.008390448987483978, -0.006606766954064369, 0.016534792259335518, -0.004375789314508438, -0.02358657866716385, 0.018381737172603607, -0.022143572568893433, -0.01163023803383112, -0.01300758495926857, -0.023520871996879578, 0.0044443304650485516, -0.0005471822805702686, 0.011040299199521542, 0.005591155029833317, 0.0043081254698336124, 0.015495764091610909, 0.0030772616155445576, 0.02413531392812729, 0.0007550281588919461, 0.002933215582743287, -0.004970124922692776, -0.0035838771145790815, -0.01631610281765461, 0.02508937194943428, 0.010861661285161972, -0.0026043723337352276, 0.0253400057554245, -0.028786221519112587, -0.0025642048567533493, 0.007190004922449589, 0.021232137456536293, 0.009232905693352222, -0.011540932580828667, 0.010656124912202358, 0.02179606258869171]"
338,"[0.0077001661993563175, -0.023873837664723396, 0.0212919432669878, 0.001404110575094819, -0.010663147084414959, 0.006809513550251722, -0.015920212492346764, -0.0024751543533056974, 0.016168707981705666, -0.02648254670202732, 0.007359502837061882, 0.01905606873333454, 0.011789023876190186, 0.00023235971457324922, 0.012156943790614605, -0.014994923956692219, -0.02488747611641884, -0.022183140739798546, -0.02464025281369686, -0.008015542291104794, -0.018731888383626938, 0.020335394889116287, -0.016863510012626648, -0.025413691997528076, 0.014436841011047363, -0.014281605370342731, -0.004918001592159271, -0.01824972592294216, 0.008248082362115383, 0.011076263152062893, -0.002133820438757539, -0.004839081782847643, 0.017355255782604218, -0.02469361573457718, 0.007576619274914265, 0.01844124123454094, 0.0029577305540442467, -0.0005414972547441721, -0.0014299933100119233, -0.0001510934962425381, -0.008488216437399387, -0.027255047112703323, 0.01840352453291416, -0.026162348687648773, 0.016989652067422867, -0.01579105854034424, 0.003862961893901229, -0.0188165083527565, -0.010000347159802914, 0.01080629788339138, 0.017273733392357826, -0.010681435465812683, 0.01704460382461548, -0.02598697319626808, -0.018254077062010765, -0.025123409926891327, -0.024558959528803825, -0.026589063927531242, 0.007467404007911682, 0.026143308728933334, 0.02609831839799881, -0.0031064492650330067, 0.002916062483564019, -0.02191738970577717]"
586,"[0.009987180121243, 0.005560141056776047, 0.01883152313530445, -0.01875482127070427, -0.0048505873419344425, 0.0018433535005897284, -0.012299959547817707, -0.002140494529157877, -0.02643480710685253, 0.026015380397439003, 0.008381073363125324, 0.015509942546486855, -0.016325145959854126, -0.0035480952356010675, -0.023593461140990257, 0.017438728362321854, 0.025307882577180862, 0.0015887059271335602, -0.026591777801513672, -0.0021020127460360527, -0.00966646708548069, -0.02527187205851078, 0.00714929960668087, 0.019827481359243393, -0.027521153911948204, 0.005733024328947067, -0.0028296951204538345, 0.007213699631392956, -0.01814066246151924, -0.025745339691638947, -0.022910961881279945, 0.012374111451208591, -0.0065152887254953384, 0.015996966511011124, -0.012618434615433216, -0.0029542266856878996, -0.025775164365768433, -0.016925901174545288, -0.01388466451317072, 0.025746332481503487, 0.015571591444313526, 0.00903871189802885, -0.010874707251787186, -0.002848838921636343, 0.00028678038506768644, -0.01472109742462635, -0.01795237325131893, -0.0073798056691884995, -0.024005334824323654, -0.0008204604382626712, 0.013743910938501358, -0.006125739775598049, -0.0066542555578053, 0.012268357910215855, -0.010904267430305481, -0.01097091194242239, -0.012982564978301525, 0.013564848341047764, -0.023854942992329597, 0.016695352271199226, 0.020425423979759216, -0.015510562807321548, 0.020781593397259712, -0.011128355748951435]"
387,"[0.004895881749689579, -0.0038924904074519873, 0.00558454217389226, 0.004675908014178276, -0.02362104319036007, 0.012839371338486671, -0.0034119044430553913, 0.02081417664885521, -0.024876894429326057, -0.0058476668782532215, 0.017182402312755585, -0.01606764644384384, -0.003889095038175583, 0.020739512518048286, -0.0035253488458693027, -0.005910392850637436, 0.012674896977841854, 0.0010389570379629731, -0.01655113510787487, 0.0042239585891366005, -0.021636901423335075, -0.002821524627506733, -0.022518156096339226, -0.004437844268977642, 0.01573411002755165, 0.0028847227804362774, 0.019811490550637245, 0.004584441427141428, 0.022607170045375824, -0.023549580946564674, -0.008664083667099476, 0.007244388107210398, -0.014197789132595062, 0.027359044179320335, -0.013303925283253193, -0.02216091938316822, -0.015726981684565544, -0.012329015880823135, -0.01862618513405323, 0.025246508419513702, -0.007057861890643835, 0.0019010576652362943, -0.0006302749388851225, -0.013664130121469498, 0.02660723775625229, 0.006716203410178423, 0.02705133892595768, -0.02140417881309986, 0.013046626932919025, 0.020859142765402794, -0.0018303715623915195, 0.007212401833385229, 0.007372064515948296, -0.020503176376223564, -0.011749290861189365, -0.013041216880083084, 0.009377964772284031, -0.0018193925498053432, -0.016637390479445457, -0.00975519884377718, -0.017667999491095543, -0.01196248084306717, -0.004899965599179268, -0.0008363016531802714]"
864,"[-0.008272703737020493, 0.02137771248817444, -0.005885730497539043, 0.018826885148882866, 0.00027881626738235354, 0.0013026043307036161, -0.004061733838170767, -0.013315495103597641, -0.00626000203192234, 0.01751432940363884, 0.025463437661528587, 0.009855511598289013, 0.014694347977638245, 0.017897123470902443, -0.016591375693678856, 0.014818083494901657, 0.013824401423335075, 0.018801245838403702, 0.01383335143327713, 0.0012804943835362792, 0.02714846283197403, -0.012731863185763359, 0.001231594244018197, 0.003921884577721357, 0.00792013667523861, -0.014190103858709335, -0.003605770180001855, -0.0018789067398756742, 0.003394510829821229, -0.009746459312736988, -0.019153986126184464, -0.0017226756317541003, -0.014243587851524353, 0.0027590799145400524, -0.009155169129371643, 0.020166877657175064, -0.019398199394345284, -0.02321220375597477, -0.01858469657599926, -0.006415375508368015, -0.028478296473622322, -0.027630554512143135, -0.006080952472984791, -0.0011017234064638615, -0.008552582003176212, 0.02368602156639099, -0.018782783299684525, -0.006121507380157709, -0.0090175811201334, -0.010630079545080662, 0.0025147597771137953, -0.001628790982067585, 0.0025249342434108257, 0.017002787441015244, 0.0217299647629261, -0.015837538987398148, 0.023186134174466133, 0.00021894564270041883, 0.015134855173528194, -0.020405886694788933, 0.00733729125931859, 0.022265629842877388, 0.014933804050087929, -0.019110899418592453]"
407,"[0.007890374399721622, -0.005064749624580145, 0.021143874153494835, -0.0166948102414608, 0.013194865547120571, 0.01836821809411049, 0.0003962770279031247, 0.02312905341386795, -0.020531991496682167, -0.000659514800645411, -0.0070167165249586105, -0.01862134225666523, -0.012059797532856464, 0.019323531538248062, -0.018192870542407036, -0.022193852812051773, -0.01753791980445385, 0.01255795918405056, -0.0005376381450332701, 0.014823134057223797, -0.005032932851463556, 0.004310618154704571, 0.011696862988173962, -0.008310114964842796, 0.005766771268099546, 0.014997820369899273, -0.0005282473284751177, -0.011455780826508999, 0.01862054504454136, -0.008950361981987953, 0.024036165326833725, 0.014167833141982555, -0.001630643499083817, -0.016394220292568207, 0.005683279596269131, -0.019709376618266106, 0.019345251843333244, 0.008171229623258114, 0.014289451763033867, -0.011234129779040813, -0.025465425103902817, -0.023492511361837387, -0.012566991150379181, 0.002297690138220787, 0.015736376866698265, 0.026728305965662003, 0.025375405326485634, -0.006532808765769005, -0.008852220140397549, -0.009584731422364712, -0.026356134563684464, 0.0017157321562990546, -0.02349587343633175, -0.011750493198633194, 0.0020679752342402935, 0.0006089486414566636, 0.008132635615766048, -0.0007654047221876681, 0.006700666155666113, -0.016252050176262856, 0.003008955391123891, -0.009403755888342857, -0.014521786943078041, -0.006122124381363392]"
795,"[-0.016833888366818428, 0.013832192867994308, 0.0052362484857439995, -0.022147120907902718, -0.018293367698788643, 0.001851784298196435, -0.009070810861885548, 0.01764952391386032, 0.02041357010602951, 0.015595589764416218, 0.0044450704008340836, 0.02214343659579754, -0.014174840413033962, -0.012360233813524246, -0.023192716762423515, -0.0019033250864595175, -0.016503576189279556, -0.02548356167972088, -0.016630858182907104, -0.011561349034309387, 0.013659640215337276, 0.025349285453557968, 0.003931824583560228, -0.018235916271805763, -0.02052963897585869, 0.004609464667737484, -0.02425648272037506, -0.0021477057598531246, -0.002099724253639579, -0.01458034012466669, 0.001324894605204463, 0.01730937510728836, 0.010480966418981552, -0.023877961561083794, 0.0124930739402771, 0.014217784628272057, 0.021336346864700317, -0.005918131209909916, -0.02713826112449169, 0.006989624816924334, -0.020871225744485855, -0.00827270932495594, -0.004718777257949114, -0.017487214878201485, 0.001150948111899197, 0.0058045340701937675, 0.017875803634524345, 0.023138131946325302, -0.01725369691848755, -0.024027613922953606, 0.014283167198300362, -0.0037109090480953455, 0.021698134019970894, -0.009080986492335796, 0.02153168059885502, 0.02398843504488468, 0.003353530541062355, 0.009132087230682373, 0.0209851935505867, -0.0020537935197353363, -0.004083150997757912, 0.0029053448233753443, 0.012964152731001377, -0.01696663163602352]"
409,"[-0.013429873622953892, 0.005932110361754894, -0.002475140616297722, 0.013519351370632648, 0.016655270010232925, 0.01281649898737669, 0.00886867567896843, 0.011090440675616264, 0.012041831389069557, 0.025467708706855774, 0.020995406433939934, 0.025680018588900566, 0.012195087969303131, -0.008394991979002953, 0.021724257618188858, -0.02111557126045227, 0.014657686464488506, 0.016913270577788353, -0.020208165049552917, -0.020090298727154732, 0.011168430559337139, -0.006705519277602434, -0.014335776679217815, 0.012399650178849697, -0.010457519441843033, -0.014178119599819183, -0.01021252665668726, -0.02161729894578457, -0.011728228069841862, -0.005459096282720566, 0.012719039805233479, -0.027291901409626007, 0.020128587260842323, -0.018325716257095337, 0.02537207119166851, -0.0117403669282794, 0.01647951267659664, -0.026145152747631073, 0.014964147470891476, 0.0297579076141119, 0.010317935608327389, -0.002380187390372157, 0.02243172936141491, -0.00301554799079895, 0.0017911444883793592, 0.018168224021792412, 0.015916358679533005, -0.015311922878026962, -0.0032452933955937624, -0.021745014935731888, -0.023041294887661934, 0.011441947892308235, -0.009193719364702702, -0.021993525326251984, -0.025741908699274063, -0.0020533790811896324, -0.003440341679379344, 0.00828930176794529, -0.022398661822080612, -0.021168354898691177, 0.01076517254114151, -0.0028117229230701923, 0.012571469880640507, -0.004887799732387066]"
790,"[0.010060248896479607, 0.025086238980293274, 0.015179059468209743, -0.021403586491942406, -0.026565533131361008, -0.022585522383451462, 0.014907635748386383, 0.011719048023223877, 0.006322887260466814, -0.018299048766493797, 0.024845270439982414, 0.0013211044715717435, 0.007077013608068228, -0.007791256997734308, 0.02400108240544796, -0.022038042545318604, -0.00041699520079419017, -0.0032571651972830296, -0.028205877169966698, -0.015422756783664227, 0.004628813825547695, -0.017573099583387375, 0.024386154487729073, 0.00016732700169086456, -0.010917630046606064, 0.02398076094686985, -0.030307646840810776, -0.0050124358385801315, -0.025721974670886993, -0.0019891629926860332, 0.01309572346508503, -0.026164809241890907, -0.015596481040120125, 0.021302057430148125, 0.004099877085536718, -0.00984121486544609, -0.0022336351685225964, 0.01903553493320942, 0.020414313301444054, 0.014517994597554207, -0.0015001284191384912, 0.007124742493033409, -0.008125976659357548, -0.014136036857962608, 0.005751612596213818, -0.0021959261503070593, 0.01240110769867897, 0.003449110547080636, -0.00016346178017556667, -0.004205389879643917, -0.005951011087745428, -0.011693391017615795, -0.003909594379365444, 0.014187474735081196, -0.01809730753302574, 0.023528795689344406, 0.0035926036071032286, -0.017494969069957733, 0.021298564970493317, 0.02119627222418785, 0.011577771976590157, 0.026023967191576958, 0.019890759140253067, 0.015657398849725723]"
450,"[-0.009695598855614662, -0.019103599712252617, -0.013546370901167393, -0.013019578531384468, -0.006835334002971649, 0.018604010343551636, 0.014537453651428223, -0.020277714356780052, -0.009217850863933563, 0.011750131845474243, 0.010934545658528805, -0.009703176096081734, 0.011751915328204632, -0.014137168414890766, 0.01088209729641676, -0.02639271318912506, 0.020107777789235115, -0.02836446464061737, 0.002894939389079809, 0.014940167777240276, 0.011295557022094727, 0.02020966447889805, 0.013888944871723652, 0.003089828183874488, -0.018235307186841965, 0.005789998918771744, -0.023549804463982582, 0.02188602089881897, 0.0008947710739448667, 0.014371317811310291, -0.01636774092912674, 0.009382778778672218, 0.00963489431887865, -0.01763150840997696, -0.007134150248020887, -0.02734435349702835, 0.004105310887098312, -0.022390348836779594, -0.011035759001970291, 0.00314924749545753, 0.014722411520779133, 0.023540940135717392, 0.0023705046623945236, -0.0034986846148967743, 0.01021200604736805, 0.022991277277469635, 0.0008686984074302018, -0.023582303896546364, -0.007815147750079632, -0.00680443225428462, -0.018017645925283432, 0.0045744008384644985, 0.008461631834506989, 0.011546560563147068, 0.02257869392633438, -0.02330157905817032, -0.028280580416321754, 0.005528539884835482, -0.009196719154715538, 0.0011857745703309774, -0.00015259087376762182, -0.019673461094498634, 0.007925913669168949, 0.02205481380224228]"
