user,embedding
407,"[0.06164243817329407, -0.0033003315329551697, 0.054723307490348816, 0.08686240017414093, -0.014481596648693085, 0.05796687304973602, 0.06200583279132843, 0.0015583634376525879, 0.006982982158660889, 0.02714325487613678, 0.08557282388210297, -0.10096435248851776, 0.03248138725757599, -0.05434492230415344, -0.04064180701971054, -0.06725187599658966, -0.011847428977489471, 0.04347717761993408, 0.05155886709690094, 0.03772351145744324, -0.06038707494735718, -0.05186295136809349, 0.05471034348011017, -0.003752574324607849, 0.05186636745929718, 0.09977304935455322, 0.052361860871315, -0.10486426949501038, -0.04898596554994583, -0.08648261427879333, 0.09400492906570435, 0.005259744822978973, -0.012544102966785431, -0.07223741710186005, 0.052287980914115906, 0.0710681676864624, -0.0610550157725811, 0.03579896688461304, -0.0572185143828392, -0.03405890613794327, 0.011587530374526978, 0.009516872465610504, 0.08121652901172638, -0.07789255678653717, -0.10507073998451233, -0.05232300981879234, 0.0008806213736534119, -0.04049941152334213, 0.0057888031005859375, -0.034242741763591766, -0.07262349873781204, 0.04546475410461426, -0.013426661491394043, 0.00885339081287384, 0.06146858632564545, -0.06275870651006699, -0.038213662803173065, -0.06533896923065186, 0.1004188060760498, 0.023329123854637146, -0.0750318318605423, 0.050741374492645264, -0.0748865157365799, -0.07811842113733292]"
660,"[-0.05026109889149666, 0.06528876721858978, 0.08530083298683167, 0.02790050208568573, -0.08614781498908997, -0.028507016599178314, -0.011810354888439178, 0.08066549897193909, 0.007128313183784485, 0.057952746748924255, 0.03192639350891113, -0.036349453032016754, -0.04011757671833038, -0.07516007870435715, -0.028766296803951263, 0.07101486623287201, 0.0458451509475708, 0.03151345252990723, -0.05504441261291504, -0.08594955503940582, 0.03949078917503357, -0.008959203958511353, 0.08227869868278503, 0.00867094099521637, 0.04835204780101776, 0.014408126473426819, 0.01362019032239914, 0.024966388940811157, 0.10092176496982574, 0.01865450292825699, -0.05451228469610214, 0.002892807126045227, 0.023264959454536438, -0.031392164528369904, -0.07831597328186035, 0.08318281173706055, 0.04569628834724426, -0.10467255115509033, -0.07673411071300507, 0.06296946108341217, 0.06928341090679169, -0.044238682836294174, 0.0399312824010849, -0.06538137793540955, -0.009234696626663208, -0.03536286950111389, -0.029337219893932343, 0.010396011173725128, 0.09892155230045319, -0.0007972642779350281, 0.08448523283004761, 0.030927613377571106, 0.048894867300987244, -0.01463286578655243, -0.01564287394285202, 0.09286369383335114, -0.10523640364408493, 0.07655325531959534, 0.07930967211723328, 0.05938367545604706, -0.0580466203391552, 0.07745586335659027, -0.09308149665594101, -0.08078731596469879]"
774,"[-0.04884348809719086, -0.029337309300899506, 0.02030627429485321, -0.08473963290452957, 0.020268917083740234, -0.0622655525803566, -0.10013741999864578, -0.09675227850675583, -0.004566125571727753, 0.01712639629840851, -0.006582029163837433, -0.04811638593673706, 0.06809327006340027, -0.05418660119175911, 0.0957183837890625, -0.019553013145923615, 0.06317555904388428, 0.020162612199783325, -0.010365962982177734, -0.004966326057910919, 0.08088366687297821, -0.09676191210746765, 0.10306765139102936, -0.09160491824150085, 0.004329025745391846, 0.09559160470962524, 0.07428286969661713, 0.08880671858787537, 0.04104800522327423, 0.019222602248191833, -0.08982133865356445, -0.04540291056036949, -0.10440877079963684, -0.03367173671722412, 0.09189198911190033, -0.04846072942018509, 0.09012827277183533, -0.07422909885644913, 0.10022641718387604, -0.08387419581413269, -0.03207462280988693, -0.00638030469417572, -0.04069472849369049, 0.06791538000106812, -0.041040100157260895, 0.012216717004776001, -0.09217354655265808, 0.06917205452919006, -0.02676691859960556, 0.05568428337574005, -0.0955689400434494, 0.08520503342151642, -0.03418893367052078, -0.09090060740709305, 0.005318962037563324, 0.025851041078567505, 0.025565579533576965, -0.07342616468667984, 0.09561283886432648, -0.036495618522167206, 0.07086852192878723, 0.10473953187465668, 0.047942355275154114, 0.054913103580474854]"
305,"[-0.008730337023735046, -0.01623370498418808, -0.051110681146383286, -0.00549403578042984, 0.07343344390392303, 0.06982740759849548, 0.02476121485233307, 0.027102217078208923, -0.1046387329697609, 0.0017797574400901794, 0.07471652328968048, 0.02645958960056305, 0.007578924298286438, -0.07647062838077545, -0.0779181718826294, -0.07082463800907135, -0.10512160509824753, -0.02854197472333908, 0.07737985253334045, -0.06667381525039673, -0.03917235881090164, 0.08642366528511047, -0.06163228675723076, 0.08820104598999023, -0.08704766631126404, -0.1031532883644104, -0.06122000142931938, 0.07511553168296814, 0.026936128735542297, -0.04987258464097977, -0.07063440978527069, -0.07328768819570541, 0.08689314126968384, 0.0803486704826355, 0.041598498821258545, -0.06764048337936401, 0.03109210729598999, 0.02170683443546295, -0.06219781935214996, -0.0716269463300705, -0.06320369243621826, -0.0004758760333061218, -0.05923580750823021, -0.005421362817287445, -0.07572624087333679, 0.047106415033340454, -0.018423929810523987, -0.0004770234227180481, 0.008938781917095184, -0.09531766176223755, -0.050170205533504486, 0.05124703049659729, 0.007329113781452179, -0.05445985496044159, 0.011655136942863464, -0.03596389293670654, -0.0926467701792717, -0.0816347748041153, -0.01932249218225479, 0.07185693085193634, 0.0475049763917923, -0.04976226016879082, 0.03810308873653412, -0.031423307955265045]"
43,"[-0.048583753407001495, 0.048477426171302795, -0.08786393702030182, -0.034647248685359955, -0.053486935794353485, -0.03563784062862396, -0.10575492680072784, 0.053173333406448364, 0.06047159433364868, -0.03956010937690735, 0.05815345048904419, -0.003346562385559082, -0.08689551055431366, 0.03561091423034668, -0.01965750753879547, -0.07357852905988693, -0.03630073368549347, -0.06395432353019714, 0.032227978110313416, -0.03409788757562637, -0.009225897490978241, -0.08632897585630417, -0.06325516104698181, -0.01828397810459137, 0.08279170095920563, -0.03297456353902817, 0.05258439481258392, -0.05271308869123459, -0.0435505174100399, -0.019716307520866394, 0.07334049046039581, -0.08700157701969147, -0.025173045694828033, 0.005519680678844452, 0.04988637566566467, -0.09695398807525635, -0.0507320761680603, 0.013187363743782043, -0.07196344435214996, 0.061558112502098083, -0.053695112466812134, -0.09637360274791718, 0.08024585247039795, 0.05708037316799164, -0.08300089836120605, -0.10304829478263855, -0.04045499116182327, -0.034893475472927094, -0.08825051784515381, -0.03766018897294998, 0.0728285014629364, 0.014577217400074005, -0.02968408912420273, 0.08288037776947021, -0.08031228184700012, -0.06866460293531418, 0.014888763427734375, -0.03274255990982056, -0.01940683275461197, 0.021771088242530823, -0.038206666707992554, 0.04397121071815491, 0.03368343412876129, 0.07982611656188965]"
711,"[0.04779002070426941, -0.0843265950679779, -0.0007373243570327759, 0.07487945258617401, -0.03157791495323181, 0.04287971556186676, -0.1042846068739891, -0.03377261757850647, 0.042421385645866394, -0.0585893914103508, 0.05782856047153473, -0.051607903093099594, 0.017596401274204254, -0.06454989314079285, -0.03759612888097763, 0.09171457588672638, 0.03983469307422638, 0.012199737131595612, -0.011090509593486786, 0.0046158283948898315, -0.046001266688108444, -0.001988537609577179, 0.02181394398212433, 0.05755430459976196, 0.08900021016597748, 0.03425024449825287, 0.006286293268203735, 0.06677372753620148, -0.0017924010753631592, -0.10179229825735092, -0.08238256722688675, 0.08977755904197693, -0.08727789670228958, -0.0023922622203826904, -0.0775223821401596, -0.058251336216926575, -0.03833366930484772, -0.09212217479944229, -0.021218590438365936, -0.07879447937011719, -0.06259386241436005, 0.0650658905506134, 0.0912453830242157, -0.04377543181180954, 0.007270723581314087, 0.09978429973125458, -0.05334576964378357, 0.0274011492729187, 0.0735933929681778, 0.05229474604129791, 0.0025536641478538513, 0.03909514844417572, 0.00414082407951355, -0.0059232041239738464, -0.05468873679637909, -0.06848838925361633, 0.004061102867126465, -0.07567372918128967, 0.0033892840147018433, 0.09924235939979553, 0.08521795272827148, 0.053983330726623535, -0.057865992188453674, -0.03607815504074097]"
456,"[0.09283924102783203, -0.06645198166370392, 0.055698275566101074, 0.055257126688957214, 0.08971752226352692, 0.006249621510505676, 0.08884628117084503, 0.06811416149139404, 0.09727482497692108, 0.043879181146621704, 0.09254711866378784, -0.0031115636229515076, -0.026147186756134033, -0.015684284269809723, 0.06942392885684967, 0.1030181497335434, -0.07726345956325531, -0.10191953927278519, 0.012449130415916443, -0.034765616059303284, 0.06259895861148834, 0.0319862961769104, -0.01575491577386856, -0.006058134138584137, -0.05429993197321892, 0.010061010718345642, -0.02655968815088272, 0.09571032226085663, -0.03661952167749405, 0.06671497225761414, -0.06107115000486374, 0.027726054191589355, 0.09023335576057434, -0.1024310365319252, 0.018383555114269257, -0.026179522275924683, -0.04003240168094635, -0.06875228136777878, 0.028973296284675598, -0.10431740432977676, -0.07994392514228821, -0.044153593480587006, 0.012221299111843109, -0.015207737684249878, -0.07137292623519897, -0.08416469395160675, -0.007605172693729401, -0.07794871181249619, -0.05847270414233208, 0.030068054795265198, 0.00015376508235931396, -0.08293795585632324, -0.0729093998670578, 0.057669445872306824, 0.09174442291259766, 0.08707383275032043, -0.022887781262397766, 0.07142952084541321, 0.06397557258605957, -0.09981095790863037, -0.07753252238035202, -0.10525226593017578, 0.03508831560611725, -0.0609915517270565]"
919,"[-0.05500108748674393, -0.055921439081430435, 0.058871835470199585, 0.022827282547950745, 0.03778065741062164, -0.05170724540948868, -0.0992712527513504, 0.09936636686325073, -0.054887883365154266, -0.05122499540448189, -0.004854843020439148, -0.07824723422527313, 0.027753368020057678, 0.003899872303009033, -0.08710473030805588, -0.08358852565288544, -0.09178666770458221, 0.0412968248128891, -0.006117179989814758, -0.08805215358734131, 0.00935409963130951, -0.09603709727525711, 0.006218463182449341, -0.056267622858285904, -0.10171223431825638, -0.029825784265995026, 0.004435867071151733, 0.030175387859344482, 0.1048363447189331, -0.053601525723934174, 0.02208574116230011, -0.10552874952554703, 0.034931451082229614, 0.03680884838104248, -0.08868931233882904, -0.07803281396627426, -0.018575258553028107, -0.025415457785129547, -0.020630739629268646, -0.002283342182636261, -0.013136588037014008, 0.04224790632724762, -0.08510692417621613, -0.05071072652935982, -0.08513090014457703, -0.09378550946712494, 0.053892865777015686, 0.06504291296005249, -0.058606624603271484, -0.10438142716884613, -0.028742611408233643, -0.010926701128482819, 0.019432902336120605, -0.03148768097162247, -0.09766562283039093, 0.0776945948600769, 0.06740504503250122, -0.03251666575670242, 0.01701369136571884, -0.02308335155248642, 0.05399155616760254, -0.04215463250875473, -0.08058035373687744, -0.02517031878232956]"
49,"[0.0991121232509613, 0.10491625964641571, -0.0583634153008461, 0.05154860019683838, -0.024953164160251617, 0.07544310390949249, -0.08356934785842896, 0.08308440446853638, -0.05735047534108162, -0.0005292892456054688, -0.01490572839975357, 0.07340462505817413, -0.07470541447401047, 0.020743846893310547, -0.04781194031238556, 0.10410746932029724, 0.01033385843038559, -0.1017809733748436, -0.006072685122489929, 0.0666203647851944, 0.06483359634876251, -0.09341239929199219, 0.10264630615711212, -0.0591779500246048, 0.05511188507080078, -0.08415387570858002, -0.020886167883872986, 0.015341050922870636, -0.04545055702328682, -0.09257037937641144, -0.01927255094051361, -0.016067370772361755, -0.09445971250534058, 0.08047379553318024, 0.050669699907302856, -0.07091163098812103, -0.0268159881234169, -0.049988072365522385, 0.08564107120037079, -0.05783538892865181, -0.03433527797460556, -0.06874167919158936, -0.08463756740093231, -0.07456301152706146, 0.08180223405361176, 0.0859813541173935, -0.07443638890981674, 0.02861294150352478, -0.02369016408920288, -0.08631528168916702, 0.006901472806930542, 0.07552541792392731, 0.02225552499294281, 0.08046375215053558, 0.025779560208320618, 0.07808905839920044, 0.08773620426654816, -0.10281970351934433, -0.07233335077762604, 0.057188838720321655, -0.032398030161857605, 0.09362173080444336, -0.08450896292924881, 0.09189842641353607]"
102,"[-0.05658791586756706, -0.04819386452436447, 0.0645332932472229, 0.09259410202503204, 0.07067720592021942, 0.07656283676624298, 0.015634894371032715, -0.06260459125041962, -0.026302732527256012, 0.0676068514585495, -0.09765827655792236, 0.050806790590286255, -0.09010623395442963, 0.06415647268295288, 0.08272416889667511, -0.008372373878955841, -0.03573586046695709, -0.10578940063714981, 0.04668194055557251, -0.015616349875926971, 0.06489251554012299, -0.04409833624958992, -0.0034654363989830017, -0.0074267759919166565, 0.04511934518814087, 0.05877646803855896, 0.09106217324733734, 0.026075422763824463, -0.09836434572935104, 0.042719751596450806, 0.029335618019104004, 0.04384453594684601, -0.05486435070633888, -0.029992200434207916, -0.0125063955783844, -0.048861049115657806, 0.049695223569869995, 0.04718230664730072, 0.05411525070667267, 0.007661692798137665, 0.017020516097545624, 0.04519294202327728, -0.058553338050842285, 0.05919666588306427, 0.07604110240936279, 0.018567465245723724, -0.02946365624666214, 0.008534006774425507, 0.080044224858284, -0.08530768007040024, 0.10583798587322235, 0.03321821987628937, 0.028311237692832947, 0.04623512923717499, 0.007675983011722565, 0.06908425688743591, 0.06175576150417328, -0.022859103977680206, -0.017949454486370087, 0.08363448083400726, -0.05250280350446701, -0.08854445070028305, 0.07841689884662628, 0.0552002489566803]"
495,"[0.01914331316947937, -0.03676290065050125, 0.04162319004535675, 0.06651842594146729, -0.041656047105789185, -0.0827523022890091, 0.08591252565383911, -0.026232771575450897, -0.0448935441672802, -0.10385461896657944, -0.08815232664346695, 0.0822027176618576, 0.09279221296310425, 0.03264078497886658, 0.0603904128074646, -0.09121625125408173, -0.0721396952867508, -0.025474123656749725, 0.01766807585954666, 0.027816638350486755, 0.0208730548620224, -0.020994268357753754, 0.05034458637237549, -0.08518598228693008, -0.06972460448741913, 0.07887589931488037, 0.08228756487369537, -0.039524421095848083, 0.06401409208774567, -0.06685393303632736, -0.10258562117815018, -0.0860343724489212, 0.07398535311222076, 0.05956415832042694, 0.0683710128068924, -0.06883707642555237, -0.050899893045425415, -0.027633100748062134, 0.0569702684879303, -0.03151288628578186, -0.06502556055784225, 0.06745366752147675, -0.06013185903429985, -0.0750262588262558, 0.09968884289264679, 0.021614491939544678, 0.026851683855056763, 0.05033347010612488, 0.006333276629447937, -0.014850355684757233, 0.06649208068847656, 0.015191532671451569, 0.05551186203956604, 0.05291013419628143, -0.0730375349521637, -0.06695446372032166, -0.053547583520412445, 0.03728295862674713, -0.03963800519704819, -0.010291501879692078, 0.06669683754444122, 0.03388422727584839, 0.09435495734214783, 0.023429185152053833]"
6,"[0.09646522998809814, -0.030065231025218964, 0.0965099036693573, 0.0560869425535202, -0.046315599232912064, -0.06924429535865784, -0.0006629824638366699, 0.0691395103931427, -0.07372944056987762, -0.028000488877296448, -0.09072955697774887, -0.07441265881061554, 0.05452875792980194, -0.087125763297081, 0.028564363718032837, 0.006444334983825684, 0.03918333351612091, 0.10587167739868164, -0.09155665338039398, -0.04667246714234352, -0.04230736196041107, 0.03328327834606171, -0.07864231616258621, 0.053180888295173645, -0.05940805748105049, 0.035086825489997864, -0.022313348948955536, -0.04249636083841324, -0.0719492956995964, 0.04805074632167816, 0.09930276870727539, -0.0644058957695961, 0.09659753739833832, -0.1048521101474762, -0.03965762257575989, -0.07088041305541992, 0.047305330634117126, 0.10270366072654724, -0.060384929180145264, 0.014552637934684753, 0.03323499858379364, -0.09448083490133286, -0.04549793526530266, 0.05416092276573181, 0.10567493736743927, -0.10566988587379456, 0.017043493688106537, -0.09562330693006516, 0.09349197149276733, 0.09630832076072693, -0.08942706882953644, 0.057882070541381836, 0.07317301630973816, -0.10360073298215866, -0.006476603448390961, 0.04024754464626312, 0.056018680334091187, -0.061857543885707855, 0.07997988164424896, -0.019497506320476532, 0.06601773202419281, 0.008551537990570068, -0.07245493680238724, -0.05019209533929825]"
60,"[-0.007237344980239868, -0.056641291826963425, -0.04774944856762886, 0.06553027033805847, -0.07149802148342133, -0.012602478265762329, 0.04859727621078491, 0.06657461822032928, -0.014748655259609222, 0.08477912843227386, -0.058244381099939346, -0.09910225123167038, -0.07891009002923965, -0.054944757372140884, -0.07097849249839783, -0.03514094650745392, -0.044126398861408234, 0.08327986299991608, 0.09044592082500458, 0.09966792166233063, 0.07529290020465851, 0.06459218263626099, -0.02932872623205185, 0.09381037950515747, -0.01791999489068985, 0.09112440049648285, -0.04825391620397568, 0.06077711284160614, -0.01162833720445633, 0.06422172486782074, -0.05264893174171448, -0.04761166498064995, 0.09326542913913727, -0.08548035472631454, 0.02775995433330536, -0.07419832050800323, -0.06314737349748611, 0.08088850975036621, 0.05841626226902008, 0.07292835414409637, 0.09436464309692383, 0.022557169198989868, -0.0813634842634201, -0.09455212205648422, -0.02152518928050995, 0.030638709664344788, -0.06755609810352325, 0.031139403581619263, 0.08317318558692932, 0.044144898653030396, -0.01265096664428711, 0.07009327411651611, -0.09971287846565247, -0.05279969051480293, -0.001275286078453064, -0.043962396681308746, -0.03995381295681, -0.04815848916769028, 0.033559516072273254, -0.01772560179233551, -0.09227603673934937, 4.808604717254639e-05, 0.06458635628223419, 0.012454278767108917]"
256,"[-0.033860690891742706, -0.0686202421784401, -0.08790139108896255, -0.04162663221359253, -0.05425805598497391, -0.024895280599594116, 0.09633411467075348, 0.0230705589056015, 0.07183080911636353, -0.08420028537511826, -0.019739598035812378, -0.007482975721359253, -0.004397585988044739, 0.07803066074848175, 0.08149491250514984, 0.03268253803253174, -0.056237880140542984, -0.02390250563621521, 0.06938743591308594, -0.09697719663381577, 0.08834308385848999, 0.10338161885738373, 0.09953171014785767, -0.004254326224327087, -0.005817726254463196, 0.03665222227573395, 0.0641569197177887, -0.06194063648581505, -0.07164162397384644, 0.08513079583644867, -0.027339547872543335, -0.09115642309188843, 0.04449465870857239, 0.10055194795131683, -0.037831760942935944, 0.06716141104698181, -0.0652761459350586, 0.06236103177070618, 0.021056607365608215, 0.05477745831012726, -0.05376911535859108, -0.03460066020488739, -0.007585614919662476, -0.06345721334218979, 0.057364851236343384, -0.043806903064250946, -0.0854078158736229, 0.022931978106498718, 0.018245331943035126, 0.0513005405664444, -0.0993644967675209, 0.021034225821495056, -0.07014034688472748, 0.0028801336884498596, -0.026836097240447998, 0.067257359623909, -0.05946571007370949, 0.057078659534454346, 0.10267867147922516, -0.009150654077529907, -0.0314614474773407, 0.0407203733921051, 0.030656367540359497, -0.04659535735845566]"
868,"[0.037277087569236755, -0.02982400357723236, -0.0671616867184639, 0.02694837749004364, -0.05352157726883888, 0.017677955329418182, 0.06476140022277832, -0.013349853456020355, -0.00530165433883667, -0.010737724602222443, 0.07451288402080536, -0.07725122570991516, 0.09640567004680634, 0.10298067331314087, -0.08465507626533508, -0.020815186202526093, -0.015937983989715576, 0.03566141426563263, 0.08650921285152435, 0.0060301050543785095, -0.055815670639276505, -0.059434641152620316, -0.011581093072891235, -0.05707656592130661, -0.07312929630279541, -0.032154858112335205, 0.05331113934516907, -0.07956203818321228, -0.023264914751052856, 0.06999625265598297, -0.03298472613096237, 0.09703776240348816, 0.03458993136882782, -0.10443684458732605, -0.057788580656051636, 0.06694737076759338, -0.020098842680454254, -0.08435216546058655, 0.024358510971069336, -0.06988896429538727, -0.08228980749845505, 0.017338551580905914, 0.07881441712379456, -0.05942629650235176, -0.10109135508537292, -0.07868535816669464, -0.015706278383731842, -0.03179403394460678, 0.045923665165901184, 0.036485567688941956, -0.014595359563827515, -0.01754029095172882, -0.049844950437545776, -0.1000140830874443, -0.06869063526391983, 0.007772617042064667, 0.0321090966463089, 0.017435580492019653, -0.003966152667999268, -0.10499665886163712, 0.033328667283058167, -0.09254429489374161, -0.06585510075092316, -0.10439497232437134]"
144,"[-0.051259420812129974, 0.052556201815605164, -0.011170610785484314, -0.006189018487930298, 0.1038847267627716, -0.0621526874601841, 0.04018738865852356, -0.10139596462249756, -0.0846201628446579, 0.047900378704071045, 0.035764917731285095, 0.10137385129928589, 0.03825579583644867, 0.03073282539844513, -0.09249404072761536, 0.10302720963954926, 0.08261403441429138, 0.06675338745117188, -0.03831343352794647, 0.053439587354660034, 0.04011620581150055, -0.10313890874385834, 0.07287447154521942, -0.01648852974176407, 0.09235015511512756, -0.0031432434916496277, -0.06702890992164612, -0.030052393674850464, -0.08700680732727051, 0.04697310924530029, -0.09140506386756897, -0.08993291109800339, 0.018089108169078827, -0.044774144887924194, -0.07466854155063629, 0.06595245003700256, -0.07365137338638306, -0.006667234003543854, -0.0008105188608169556, -0.024572134017944336, -0.05357717350125313, 0.06063452363014221, -0.07296216487884521, -0.0021862462162971497, -0.04559462517499924, 0.06010052561759949, 0.0486646443605423, -0.04807274416089058, -0.10411613434553146, -0.07364323735237122, -0.023159712553024292, 0.0075955986976623535, 0.016227103769779205, 0.021179527044296265, 0.032364726066589355, -0.05915401503443718, -0.045095887035131454, -0.06818586587905884, -0.03264463692903519, -0.014140240848064423, -0.05740858614444733, 0.09169133007526398, 0.09493008255958557, 0.09922505915164948]"
643,"[-0.056257233023643494, 0.07483580708503723, -0.036548689007759094, -0.06915979087352753, -0.022025354206562042, 0.09363891184329987, 0.03593990206718445, 0.05314250290393829, -0.03830406814813614, -0.06133950501680374, 0.04890766739845276, -0.007890678942203522, -0.015924714505672455, -0.04846739396452904, 0.05458754301071167, 0.055710092186927795, -0.0924302488565445, 0.03068941831588745, -0.004851892590522766, 0.03877636790275574, 0.060494959354400635, 0.05504031479358673, -0.0865476056933403, -0.057048577815294266, 0.030284494161605835, -0.10025742650032043, -0.0820002406835556, -0.07249516248703003, -0.0028243958950042725, 0.05581279098987579, 0.07517348229885101, 0.041722193360328674, 0.0695715993642807, 0.025607705116271973, 0.08525218069553375, -0.09507802873849869, 0.05275610089302063, 0.08895412087440491, -0.029337085783481598, -0.10497117042541504, 0.07227642834186554, 0.04205124080181122, -0.004843421280384064, -0.08895042538642883, -0.04825374111533165, -0.0037727728486061096, -0.08743436634540558, 0.006335213780403137, 0.013528108596801758, 0.05790016055107117, 0.08867160975933075, 0.0998937338590622, -0.012189701199531555, -0.05088427662849426, 0.046836093068122864, -0.023852698504924774, -0.012162595987319946, 0.08354178071022034, 0.06198155879974365, 0.021828830242156982, 0.06211280822753906, -0.013365112245082855, 0.025107115507125854, 0.10255977511405945]"
409,"[0.09621275961399078, 0.07702009379863739, -0.005310326814651489, 0.028649628162384033, 0.05660173296928406, -0.06913753598928452, 0.07666423916816711, -0.023877151310443878, -0.04747936502099037, 0.013910464942455292, -0.00938326120376587, -0.08974257111549377, -0.019438229501247406, 0.0834047943353653, -0.09395193308591843, 0.04091776907444, -0.0024896860122680664, 0.0925448089838028, 0.0644238144159317, 0.07376739382743835, 0.09789058566093445, 0.04904024302959442, -0.04138987511396408, -0.08905100077390671, -0.08826617896556854, 0.08598758280277252, 0.06499235332012177, -0.002043299376964569, 0.09235715866088867, 0.03472064435482025, -0.05083439499139786, 0.09449805319309235, 0.10027475655078888, 0.032802194356918335, 0.04956795275211334, 0.05832456052303314, -0.05547938495874405, -0.07632753998041153, 0.07856568694114685, -0.0964595377445221, -0.0016233623027801514, -0.06557051837444305, -0.04115437716245651, -0.08257783204317093, 0.053625598549842834, 0.054205745458602905, -0.0712263211607933, 0.011682532727718353, 0.04398082196712494, 0.019622862339019775, -0.08257108926773071, 0.06947430968284607, -0.014656171202659607, 0.08581680059432983, 0.057626575231552124, -0.028829745948314667, -0.08985286206007004, 0.06451675295829773, -0.0149741992354393, -0.061864741146564484, 0.00448966771364212, 0.04781833291053772, 0.046785369515419006, -0.06723885238170624]"
807,"[-0.09720735251903534, -0.04038020223379135, 0.07559791207313538, 0.017046868801116943, 0.032642439007759094, -0.006224542856216431, -0.04606548696756363, 0.028412044048309326, -0.021587930619716644, 0.022211238741874695, 0.10334460437297821, -0.03771165758371353, 0.029642269015312195, -0.016838453710079193, -0.0715760886669159, -0.0876486748456955, 0.08190804719924927, -0.10335906594991684, -0.09369250386953354, -0.09212815761566162, -0.04720079526305199, -0.09658751636743546, 0.0229157954454422, -0.03956223279237747, -0.007161736488342285, -0.08125919103622437, -0.08414514362812042, -0.07131026685237885, 0.024875015020370483, 0.004360310733318329, 0.08450321853160858, -0.027001462876796722, -0.05168377608060837, 0.04438352584838867, -0.03259384632110596, -0.06431680917739868, -0.05043376237154007, -0.03500951826572418, 0.06726451218128204, -0.06349501013755798, -0.04252716153860092, 0.053509339690208435, 0.10500267148017883, 0.051030635833740234, 0.06935212016105652, 0.07047425210475922, -0.026608861982822418, -0.044551245868206024, -0.03599303960800171, 0.008587606251239777, -0.07147054374217987, -0.06225167587399483, -0.08426349610090256, -0.10069397836923599, -0.08766435086727142, 0.08141595125198364, -0.017958052456378937, 0.028992578387260437, 0.09177473187446594, 0.008124582469463348, 0.07952296733856201, -0.09075090289115906, 0.037610456347465515, -0.008266016840934753]"
843,"[0.07153990864753723, -0.09903044253587723, -0.010581813752651215, 0.020142972469329834, 0.04570773243904114, -0.031990230083465576, -0.08097798377275467, -0.06716913729906082, 0.028741806745529175, -0.011132247745990753, 0.011238187551498413, -0.0035156384110450745, 0.08370298147201538, 0.004063926637172699, 0.07558976113796234, 0.08149953186511993, -0.10100328922271729, -0.007227979600429535, 0.07106828689575195, 0.011793345212936401, 0.056665241718292236, -0.042488761246204376, -0.0081862211227417, 0.0036987662315368652, 0.05976618826389313, 0.027780786156654358, -0.0524756982922554, 0.01193738728761673, 0.004104882478713989, 0.039028629660606384, -0.017318934202194214, -0.07885945588350296, 0.03919602930545807, 0.029965773224830627, 0.051274895668029785, 0.01809217780828476, -0.015698246657848358, 0.04650944471359253, 0.053993821144104004, 0.018804721534252167, -0.01824329048395157, 0.006232023239135742, -0.07999198138713837, 0.043200358748435974, 0.10107633471488953, 0.0555092990398407, -0.05954229086637497, 0.020849481225013733, 0.0896105021238327, -0.04502604901790619, 0.05052657425403595, -0.039954230189323425, 0.03877902030944824, -0.03674650192260742, 0.01277197152376175, -0.0528828464448452, 0.06125907599925995, 0.0920197069644928, -0.011865094304084778, 0.09357497096061707, 0.003354467451572418, -0.08336931467056274, -0.008989192545413971, -0.06952256709337234]"
479,"[0.011134825646877289, 0.021662622690200806, -0.013440214097499847, 0.08036839962005615, -0.05798221006989479, 0.08240529894828796, 0.07251781225204468, 0.05568943917751312, -0.012555859982967377, 0.04794645309448242, -0.02067428082227707, 0.026046618819236755, 0.06781664490699768, -0.03955039381980896, 0.0389566570520401, -0.057548753917217255, 0.08963547646999359, -0.09047091007232666, -0.08279825001955032, 0.004664681851863861, -0.037450872361660004, -0.052103444933891296, -0.08168096840381622, 0.08183296024799347, -0.04223112016916275, -0.0991913378238678, 0.08434003591537476, 0.058420777320861816, 0.0750797837972641, -0.059143371880054474, -0.07870634645223618, -0.07344737648963928, 0.015343979001045227, 0.06288966536521912, -0.08111526072025299, 0.06368450820446014, 0.04186229407787323, -0.05218087136745453, 0.078264981508255, 0.07547059655189514, -0.035542428493499756, -0.018349386751651764, 0.10539539158344269, -0.10096282511949539, 0.08593520522117615, -0.10365457832813263, -0.0274813175201416, 0.09969721734523773, -0.10425233840942383, 0.023718848824501038, -0.047493427991867065, 0.06646907329559326, -0.04473080486059189, -0.05310281366109848, 0.028482645750045776, -0.018049418926239014, -0.020762301981449127, -0.0937085747718811, 0.06635788083076477, -0.058746226131916046, -0.0987619012594223, 0.02292349934577942, -0.06170574948191643, 0.10447540879249573]"
