item,embedding
639,"[-0.002002728171646595, 0.001159732579253614, -0.012762744911015034, 0.005921585485339165, -0.010692598298192024, -0.01263938844203949, -0.007403950672596693, -0.0006067112553864717, -0.006153482012450695, -0.001857386901974678, 0.006565877702087164, 0.0074866958893835545, 0.01856732927262783, -0.0011024002451449633, -0.013234327547252178, -2.4106731871142983e-05, 0.022485539317131042, -0.009022656828165054, 0.009091694839298725, -0.02192460000514984, 0.011784388683736324, 0.018667085096240044, -0.016254113987088203, 0.012038588523864746, 0.021894726902246475, 0.00972928199917078, 0.017050374299287796, -0.0022202986292541027, 0.006891137454658747, -0.005670344922691584, 0.015619130805134773, 0.006156960967928171, 0.00604445394128561, 0.00955967791378498, -0.004860347136855125, -0.006407607812434435, -0.00447925366461277, -0.015498796477913857, 0.007051642052829266, -0.0007372968830168247, -0.009931283071637154, -0.0009704266558401287, 0.014231986366212368, 7.892608118709177e-05, 0.018049219623208046, -0.01041074376553297, 0.019218504428863525, -0.004726539831608534, 0.011113925836980343, -0.004218811169266701, -0.01059804204851389, 0.009289656765758991, 0.0046945661306381226, 0.015353506430983543, -0.01134514156728983, -0.018603112548589706, 0.0017496682703495026, 0.0007646646117791533, -0.017310189083218575, 0.009646602906286716, 0.010450901463627815, -0.0014679105952382088, -0.017078645527362823, 0.011834561824798584]"
520,"[-0.008436557836830616, -0.011020134203135967, -0.013624505139887333, 0.002979669952765107, 0.013743306510150433, -0.0016871473053470254, 0.01159057579934597, 0.0006798807298764586, 0.004378775134682655, 0.008903557434678078, 0.004508157726377249, 0.01057442743331194, -0.015017697587609291, -0.007997896522283554, 0.00708340760320425, -0.011179182678461075, 0.020724432542920113, -0.005906325299292803, -0.007892072200775146, 0.012650823220610619, -0.015780920162796974, -0.0008630652446299791, 0.011321736499667168, 0.0111381271854043, 0.0010604411363601685, 0.010772235691547394, 0.001698044827207923, 0.011486884206533432, -0.008921696804463863, -0.00860066618770361, -0.007085992954671383, -0.013917653821408749, -0.008799848146736622, 0.01550917886197567, 0.006851821672171354, -0.008595865219831467, -0.013907716609537601, 0.007018521428108215, 0.0029273643158376217, 0.00239658635109663, 0.015189400874078274, 0.007574618328362703, 0.0018226401880383492, -0.004556526895612478, 0.002051529474556446, -0.01731838844716549, -0.021022839471697807, 0.013655481860041618, -0.019982783123850822, -0.012710442766547203, -0.012764538638293743, 0.002225281437858939, -0.0062568299472332, -0.0014144745655357838, -0.0037496001459658146, 0.01644468493759632, -0.016006000339984894, 0.01798209175467491, 0.01508607342839241, -0.002505059354007244, -0.012648030184209347, 0.015752563253045082, -0.009956839494407177, 0.01752122864127159]"
526,"[-0.004260034766048193, 0.002644667634740472, -0.016436660662293434, -0.006303076632320881, -0.003605114994570613, -0.006809932645410299, -0.0033899606205523014, 0.016872383654117584, -0.011918546631932259, 0.00387759180739522, -0.01896948553621769, -0.00655535701662302, -0.01932457648217678, 0.01021492201834917, 0.02005305327475071, -0.010157645680010319, 0.0035743892658501863, 0.009382884949445724, 0.006166493520140648, 0.011260376311838627, 0.005018319934606552, -0.016073593869805336, 0.0014694733545184135, 0.008255352266132832, -0.022313008084893227, -0.017123697325587273, 0.007338805124163628, -0.006304545793682337, 0.014767670072615147, -0.009115433320403099, 0.016443869099020958, 0.00869981199502945, -0.00947191845625639, 0.00404813326895237, -0.007778458762913942, 0.009908081963658333, -0.018957866355776787, 0.013358981348574162, -0.013383433222770691, 0.009600271470844746, -0.011492311954498291, -0.0015976603608578444, -0.0036981855519115925, 0.016637854278087616, -0.0036441904958337545, 0.003786314744502306, -0.008962895721197128, -0.009280841797590256, 0.014747794717550278, -0.014225592836737633, 0.002606641035526991, -0.020379258319735527, -0.01093864906579256, -0.008385461755096912, -0.02023332566022873, -0.01137564517557621, 0.01459815725684166, -0.01825369894504547, -0.003982764668762684, 0.011135034263134003, 0.001971639459952712, 0.00955987349152565, 0.008627353236079216, 0.005026307888329029]"
421,"[0.023226553574204445, 0.006545852404087782, -0.002589158248156309, 0.01815098151564598, -0.018961917608976364, 0.01475386880338192, -0.0030090559739619493, -0.00856957770884037, -0.018718743696808815, 0.005556114017963409, -0.012265083380043507, 0.010599387809634209, -0.014224831014871597, -0.0011410010047256947, 0.016043396666646004, -0.018897978588938713, -0.005886060185730457, 0.01086523849517107, -0.0033488627523183823, -0.01638069376349449, 0.007489968091249466, -0.005466376896947622, -0.012895945459604263, -0.004946276545524597, 0.01769351400434971, -0.016921566799283028, 0.02236800268292427, 0.01120532862842083, -0.02141926810145378, -0.013038287870585918, 0.01334433350712061, -0.009637649171054363, 0.006700325757265091, 0.010541150346398354, -0.001114648417569697, -0.009983779862523079, -0.0030335146002471447, 0.020088888704776764, -0.01692913845181465, -0.014453001320362091, -0.009894290007650852, -0.0080991480499506, 0.01761956885457039, 6.53511960990727e-05, -0.0013248592149466276, 0.01541830413043499, 0.00820206943899393, -0.014928111806511879, 0.00627538375556469, -0.02106693759560585, -0.005019094329327345, -0.017543401569128036, 0.0008411357412114739, 0.01698019728064537, -0.001360207563266158, 0.006619622930884361, 0.003362881951034069, 0.02296379581093788, 0.02123972214758396, 0.016114631667733192, -0.011670862324535847, 0.013268916867673397, -0.010359235107898712, -0.009458228014409542]"
428,"[0.009003804996609688, 0.009830809198319912, -0.010565769858658314, 0.011529430747032166, 0.022451195865869522, -0.017701396718621254, 0.012001460418105125, -0.010447481647133827, -0.014348532073199749, -0.021133609116077423, -0.012758688069880009, -0.011907248757779598, -0.0036769849248230457, -0.006922151893377304, -0.01999615505337715, 0.011948996223509312, -0.00250637112185359, -0.012348096817731857, 0.014348257333040237, -0.003285482758656144, -0.014003053307533264, -0.001720490981824696, 0.008386112749576569, -0.018485646694898605, 0.010121242143213749, -0.006921490654349327, 0.016754429787397385, 0.0176971685141325, 0.01973981037735939, 0.006237952969968319, -0.013491385616362095, -0.007025624625384808, -0.009121912531554699, -0.010308398865163326, -0.008273344486951828, -0.0030417931266129017, 0.00044329382944852114, 0.006492026150226593, -0.014038261957466602, -0.004613885190337896, 0.0025364714674651623, -0.00745457923039794, 0.008856476284563541, -0.013377898372709751, -0.008652196265757084, 0.0034214153420180082, 0.010082756169140339, 0.014841925352811813, -0.01239769347012043, -0.008287277072668076, 0.00043672294123098254, -0.013844846747815609, -0.01651814952492714, 0.009479209780693054, 0.007648459170013666, 0.015285508707165718, -0.003385410411283374, 0.012741164304316044, -0.0032264655455946922, -0.0008997244294732809, -0.004556140396744013, -0.00034828222123906016, 0.005476848222315311, -0.007320189382880926]"
249,"[-0.01595953106880188, 0.0017844407120719552, -0.0035792833659797907, -0.01800328865647316, -0.01143429521471262, -0.01219477504491806, -0.01968173123896122, 0.01256299763917923, -0.0018082805909216404, -0.0024691724684089422, 0.0031707421876490116, -0.020748548209667206, 0.013748042285442352, -0.006079704035073519, 0.0036727022379636765, 0.012360643595457077, -0.01961405947804451, 0.010021843947470188, -0.013785312883555889, 0.009014032781124115, -0.0008136066608130932, -0.013309228233993053, 0.01102735847234726, 0.01570456475019455, 0.008346512913703918, 0.0035620620474219322, -0.014459575526416302, -0.010287091135978699, -0.021378684788942337, 0.0003808724577538669, 0.018538428470492363, -0.011264297179877758, 0.011365223675966263, -0.009199869818985462, 0.0023342063650488853, 0.012991855852305889, -0.0014693941920995712, 0.006856115534901619, -0.009191137738525867, -0.007073116488754749, 0.019050898030400276, 0.011985278688371181, 0.002614087425172329, -0.01661192812025547, 0.016253890469670296, 0.007904660888016224, -0.001164067885838449, 0.007301234640181065, 0.012988520786166191, 0.015368363820016384, -0.011667933315038681, -0.01432809978723526, -0.006420083809643984, 0.016131248325109482, -0.006350691430270672, -0.009965384379029274, -0.017181679606437683, -0.015036653727293015, 0.00533537520095706, 0.013453042134642601, 0.013450258411467075, 0.01818632334470749, -0.009733072482049465, 0.005585183389484882]"
977,"[-0.013389783911406994, 0.016099199652671814, 0.013543189503252506, 0.020513402298092842, 0.014001335948705673, 0.015846118330955505, 0.001843245467171073, -0.006171837914735079, -0.005782503169029951, 0.01319577731192112, 0.012788275256752968, 0.02123592235147953, 0.003475787350907922, -0.012553518638014793, -0.004184996243566275, 0.01952611468732357, -0.00971229188144207, 0.01211145892739296, 0.0020962681155651808, 0.01224499847739935, 0.0019091980066150427, 0.022834552451968193, -0.014718840830028057, -0.003411245532333851, 0.008430802263319492, 0.018723970279097557, 0.013108422979712486, 0.019871771335601807, 0.011511452496051788, 0.009901904501020908, 0.0105819720774889, 0.00840204581618309, 0.002486669924110174, 0.019067205488681793, -0.015031400136649609, -0.005878668278455734, -0.00938432477414608, 0.006713228300213814, -0.021102895960211754, -0.008249846287071705, -0.01774388924241066, 0.0054569062776863575, -0.008822149597108364, -0.0097423130646348, 0.01605532132089138, 0.0045731645077466965, 0.0009901771554723382, 0.002417230512946844, 0.004946498665958643, 0.011480366811156273, -0.014954018406569958, -0.019940664991736412, 0.0054245200008153915, 0.0039000585675239563, 0.003172361059114337, -0.0006867168704047799, 0.005289941560477018, -0.013105849735438824, -0.014327486976981163, 0.0006408898625522852, 0.014370919205248356, -0.0023972748313099146, 0.01252573449164629, -6.255123298615217e-05]"
847,"[0.017680127173662186, -0.01752196066081524, 0.013874544762074947, -0.01598442904651165, -0.007979650050401688, 0.018621619790792465, 0.013550316914916039, 0.013189977034926414, 0.0006202075746841729, 0.01908501423895359, 0.0070570604875683784, -0.017534228041768074, 0.015832098200917244, 0.013546222820878029, -0.011079665273427963, -0.015894021838903427, 0.0024677698966115713, -0.006270508747547865, -0.017747912555933, 0.012999016791582108, -0.01935398392379284, 0.014797474257647991, -0.015595129691064358, 0.017384501174092293, 0.013712883926928043, 0.00986547488719225, -0.019343189895153046, -0.0036945270840078592, 0.012701082974672318, -0.01937103644013405, -0.008631107397377491, -0.012531687505543232, -0.004170653410255909, -0.00887745525687933, 0.004318487364798784, -0.003399716457352042, 0.008509069681167603, 0.008387234061956406, -0.0008495266665704548, 0.018485013395547867, -0.0020046140998601913, 0.013968804851174355, 0.016644742339849472, 0.0010215546935796738, 0.0060716974548995495, 0.002055615885183215, -0.01492590643465519, -0.0030044191516935825, -0.013876248151063919, -0.004140003118664026, -0.012310458347201347, 0.02017562836408615, -0.014704450033605099, 0.005493630655109882, 0.008752694353461266, 0.005343716125935316, -0.0136463213711977, -0.006447043735533953, -0.013156947679817677, -0.0023390832357108593, -0.014394626952707767, -0.0007760420558042824, 0.007692539598792791, 0.007400158327072859]"
694,"[-0.009323512203991413, 0.020327569916844368, -0.0029284260235726833, 0.011383498087525368, 0.00839320570230484, 0.008315077982842922, 0.013922492042183876, 0.006952415220439434, 0.01366153359413147, 0.0005529072950594127, 0.004201348405331373, -0.018755149096250534, -0.004476156085729599, 0.009494268335402012, 0.007691553328186274, 0.00045725039672106504, 0.0014787741238251328, -0.012683041393756866, -0.016818683594465256, -0.015578986145555973, -0.01718449965119362, -0.004416648764163256, 0.021077971905469894, -0.013540427200496197, -0.004613091237843037, 0.004036160185933113, -0.01679753139615059, 0.009464239701628685, -0.007785193622112274, 0.020056961104273796, 0.010777064599096775, -0.0020161387510597706, -0.008311131037771702, 0.020899126306176186, 0.015032703056931496, 0.0115547776222229, 0.004656406585127115, 0.005124079063534737, -0.003964385483413935, -0.00755899865180254, -0.0020550410263240337, 0.011721758171916008, -0.0012338750530034304, -0.0017413533059880137, -0.01700376532971859, 0.012731940485537052, -0.009998536668717861, 0.013679861091077328, -0.0018058652058243752, 0.0038914892356842756, -0.002961335238069296, 3.944204217987135e-05, -0.007537800818681717, -0.017428630962967873, -0.0012450445210561156, 0.01963612250983715, -0.02043178305029869, -0.0015686035621911287, -0.01875637285411358, 0.0058278958313167095, -0.020147690549492836, -0.0029021953232586384, -0.0218949057161808, 0.01208462193608284]"
236,"[0.010143288411200047, 0.017796743661165237, 0.0075378818437457085, 0.006341469939798117, -0.012256380170583725, 0.0019641064573079348, 0.008281666785478592, 0.004431338980793953, -0.002803640905767679, 0.013795886188745499, 0.0012776419753208756, -0.005538065917789936, 0.009735836647450924, -0.019402241334319115, -0.007302726153284311, -0.0004746517806779593, -0.012003903277218342, 0.008144492283463478, 0.012732097879052162, 0.0005820873775519431, -0.010557005181908607, -0.00939357839524746, -0.018929140642285347, 0.009096573106944561, -0.0027418953832238913, -0.013604213483631611, -0.010958696715533733, 0.01762344501912594, 0.02299978770315647, 0.002476729219779372, -0.012400400824844837, -0.0005631052190437913, -0.00458133639767766, -0.00779142277315259, -0.012842776253819466, 0.007789283059537411, -0.0024254501331597567, 0.01776949129998684, -0.00354758626781404, 0.013385150581598282, -0.01817924715578556, 0.011165782809257507, -0.017397165298461914, -0.007009626366198063, -0.0010038146283477545, 0.019241517409682274, -0.017115605995059013, 0.0032409110572189093, 0.008665182627737522, -0.0019688245374709368, 0.0008682301267981529, 0.006937373895198107, -0.012677867896854877, 0.010908782482147217, -0.005459928885102272, -0.018841315060853958, -0.0027649071998894215, 0.002335798693820834, 0.014151948504149914, -0.0044164760038256645, 0.012716606259346008, 0.010208197869360447, 0.020595215260982513, 0.0031166572589427233]"
685,"[0.00972393061965704, 0.0029535526409745216, -9.441060683457181e-05, 0.0020085519645363092, -0.005810140632092953, 0.001010733307339251, -0.00801150780171156, -0.015215320512652397, -0.01110855769366026, 0.011888447217643261, 0.008706977590918541, -0.016210775822401047, -0.011975428089499474, -0.012386977672576904, -0.0016221045516431332, 0.018440961837768555, -0.013075228780508041, -0.0017775304149836302, -0.0016728980699554086, 0.01730240136384964, -0.020125621929764748, 0.010887627489864826, 0.007467085029929876, -0.014749548397958279, -0.008063644170761108, 0.013040651567280293, -0.017808951437473297, 0.021385537460446358, 0.0040841540321707726, -0.01767548732459545, -0.007004511076956987, -0.008953014388680458, 0.0058436705730855465, 0.01010973658412695, -0.0045506577007472515, 0.002194957574829459, -0.009600423276424408, 0.009691689163446426, 0.004045885521918535, 0.008051120676100254, -6.774137727916241e-05, 0.01421775296330452, -0.007530298084020615, -0.00980316661298275, -0.003965241834521294, -0.0007875148439779878, -0.00869860127568245, -0.004636275582015514, 0.019199736416339874, -0.007779165171086788, 0.007215496618300676, -0.01083547342568636, 0.022797483950853348, 0.0073519516736269, -0.002439221367239952, 0.0008561502327211201, 0.01620534621179104, 0.008878667838871479, 0.020028557628393173, 0.013567890040576458, 0.006704411935061216, -0.014413699507713318, 0.010654970072209835, 0.012228436768054962]"
300,"[-0.01293233409523964, -0.009677862748503685, 0.022406473755836487, 0.006463189143687487, 0.009030347689986229, -0.016413364559412003, 0.008171198889613152, -0.01198467705398798, -0.004733755718916655, 0.012186397798359394, 0.00725665595382452, 0.007184475194662809, 0.013635656796395779, 0.00281934579834342, -0.016516361385583878, 0.0016379242297261953, -0.00988516304641962, 0.011672494001686573, -0.011964443139731884, -0.018858928233385086, 0.01635398343205452, 0.016614645719528198, -0.01190989837050438, -0.007650197949260473, -0.015221656300127506, 0.014343895949423313, 0.010510842315852642, -0.007990192621946335, -0.007907113991677761, -0.013258854858577251, -0.006197323556989431, 0.005947370547801256, 0.0009029581560753286, 0.001544469385407865, -0.020676856860518456, 0.010130803100764751, -0.009451226331293583, 0.00267141405493021, -0.012660653330385685, 0.017609234899282455, 0.01077367551624775, -0.018969815224409103, 0.01722736470401287, 0.006797507870942354, 0.01864682324230671, 0.0009626168757677078, 0.0038888195995241404, -0.013638898730278015, 0.0008903785492293537, 0.0038303183391690254, 0.016668345779180527, -0.020048443228006363, 0.004816137254238129, -0.007158639375120401, 0.0016441593179479241, 0.006539012771099806, -0.005606713704764843, 0.020783793181180954, 0.01932648755609989, -0.009972337633371353, 0.010650339536368847, 0.012567274272441864, 0.004361799918115139, -0.009476665407419205]"
322,"[0.01674174889922142, -0.020214101299643517, -0.004696349147707224, -0.00854603573679924, 0.007955602370202541, -0.01732438988983631, 0.009373359382152557, -0.021920250728726387, -0.012217212468385696, 0.004984515253454447, 0.00669151870533824, -0.0017049666494131088, 0.0007588739390484989, -0.019254477694630623, -0.014696545898914337, 0.010958313941955566, -0.018269313499331474, 0.015764521434903145, 0.0028965286910533905, -0.023898852989077568, -0.016591371968388557, -0.012081045657396317, -0.0042103189043700695, -0.003798400517553091, 0.003896028036251664, -0.0006720074452459812, -0.020436573773622513, 0.006960028782486916, -0.00950795877724886, 0.0021128098014742136, -0.0033589822705835104, 0.008438458666205406, -0.02328493632376194, 0.010614297352731228, 0.001130811171606183, 0.01967451348900795, -0.010354110971093178, -0.017597747966647148, 0.00021575763821601868, 0.014647654257714748, 0.006137526128441095, 0.010539443232119083, -0.02032460644841194, 0.007811977993696928, -0.015772761777043343, -0.008472181856632233, 0.010572720319032669, -0.008781752549111843, 0.01970059424638748, 0.019161144271492958, -0.0177211444824934, 0.007362364791333675, 0.001925250282511115, -0.019647978246212006, 0.00566864013671875, 0.0020212801173329353, 0.020230330526828766, 0.019627917557954788, 0.0005147178308106959, -0.000917348894290626, -0.013796860352158546, -0.018045758828520775, -0.016584055498242378, 0.00199638563208282]"
280,"[0.006447345018386841, -0.01835448481142521, -0.018511787056922913, -0.01023301761597395, 0.0031064425129443407, -0.0006238027126528323, -0.01932166889309883, 0.0012787391897290945, 0.00828776229172945, 0.005925188772380352, 0.008691021241247654, 0.022783344611525536, -0.01851065084338188, -0.022612305358052254, 0.012308015488088131, -0.013326181098818779, -0.006912154611200094, 0.008336586877703667, 0.01279239822179079, -0.003834299510344863, -0.0015640394994989038, -0.006942190229892731, -0.001910405931994319, 0.019137442111968994, 0.004995801951736212, 0.01174085307866335, -0.0021075846161693335, 0.01211109571158886, -0.003654787316918373, -0.004426437895745039, -0.0172727108001709, -0.01007789932191372, -0.0018150892574340105, 0.008359587751328945, -0.01628711074590683, -0.017899176105856895, -0.01028746273368597, 0.013874814845621586, 0.009527066722512245, 0.0075082252733409405, -0.015207013115286827, 0.024212384596467018, -0.016908634454011917, 0.016649767756462097, -0.011184808798134327, -0.019506359472870827, 0.011559130623936653, 0.010320717468857765, -0.01331480871886015, 0.01168669294565916, -0.009626097977161407, -0.014926010742783546, -0.009339363314211369, -0.0033207545056939125, 0.007881675846874714, 0.008380423299968243, -0.0025167283602058887, -0.006543255411088467, 0.016632042825222015, 0.008764030411839485, -0.008003279566764832, 0.014634992927312851, 0.01286211609840393, -0.008410553447902203]"
955,"[0.012574376538395882, -0.010333621874451637, 0.00461882958188653, -0.0014829215360805392, -0.00773550383746624, -0.013250711373984814, -0.020506735891103745, 0.009898439049720764, -0.01144670881330967, 0.0014406119007617235, -0.0021693564485758543, 0.02091911807656288, -0.001519571989774704, -0.020076466724276543, -0.012354935519397259, 0.0008717580931261182, -0.006979482714086771, 0.002602472435683012, 0.008729971945285797, 0.010700208134949207, 0.0026577813550829887, -0.013489382341504097, 0.022979039698839188, 0.0006202107761055231, 0.013359895907342434, -0.008892067708075047, 0.009403536096215248, 0.017285488545894623, -0.010930466465651989, 0.012489023618400097, -0.004873795434832573, 0.012023032642900944, -0.0045469217002391815, -0.0178992860019207, -0.0014376257313415408, 0.003976413514465094, -0.00862975511699915, -0.019647499546408653, -0.01964179053902626, -0.0121251055970788, -0.01822732202708721, 0.008642786182463169, 0.01722719520330429, -0.01405745092779398, 0.02238578535616398, 0.01915968954563141, 0.004979018121957779, -0.014382611028850079, 0.0005435993662104011, -0.005590778309851885, -0.015709206461906433, -0.008991257287561893, -0.01591547206044197, 0.00022056172019802034, 0.018503645434975624, 0.014137091115117073, -0.01195997092872858, 0.006413491442799568, -0.015389494597911835, 0.0183781236410141, 0.015060354955494404, -0.009964142926037312, 0.0034084038343280554, 0.00869521964341402]"
483,"[-0.024131527170538902, 0.002536953892558813, 0.0039067864418029785, 0.0008836699416860938, -0.0038767680525779724, -0.003337782807648182, 0.006017626263201237, -0.01600532978773117, 0.0070292274467647076, 0.014757135882973671, 0.01128643099218607, 0.012157456018030643, -0.009926589205861092, -0.026338722556829453, 0.0007501334184780717, -0.005144039168953896, -0.0039704907685518265, 0.0026228977367281914, -0.0006409183843061328, -0.01200137659907341, 0.012830288149416447, -0.005793367512524128, 0.014319461770355701, 0.0018941325834020972, -0.020910214632749557, 0.004107712302356958, -0.019073082134127617, 0.020367426797747612, -0.013180715963244438, -0.013057703152298927, 0.004427623003721237, 0.008847854100167751, -0.0037687907461076975, 0.019090604037046432, 0.003229885594919324, -0.020154891535639763, 0.004168753512203693, -0.005378051195293665, 0.004595681093633175, -0.00498560443520546, 0.02108573168516159, 0.01616545021533966, -0.0036066793836653233, 0.002988853259012103, -0.000118446652777493, 0.019258124753832817, -0.011794300749897957, -0.005547394044697285, -0.0007387039950117469, 0.0010198282543569803, -0.018268393352627754, -0.0015731044113636017, 0.0019883697386831045, 0.005765424109995365, 0.001350628794170916, 0.008040226064622402, -0.017619725316762924, -0.005623481702059507, -0.006101237144321203, 0.018245669081807137, -0.0015922775492072105, -0.014220918528735638, 0.004043566063046455, 0.003200385021045804]"
1021,"[0.009347081184387207, 0.00733010983094573, -0.006267969496548176, 0.014079857617616653, 0.018773838877677917, 0.015834175050258636, -0.011217798106372356, -0.01943560317158699, -0.005035943351686001, 0.0007589508895762265, -0.008047560229897499, -0.014001809060573578, 0.0040208688005805016, 0.00268756621517241, 0.00330553250387311, 0.01986129768192768, 0.018311448395252228, 0.01640155352652073, 0.016288621351122856, 0.020808551460504532, 0.0004752699169330299, 0.01647336408495903, 0.010971557348966599, -0.019317878410220146, 0.014755824580788612, 0.017446909099817276, -0.01150482427328825, -0.008885464631021023, 0.019819226115942, -0.0170739833265543, -0.01208437792956829, -0.004008156247437, -0.0007067517726682127, -0.0014083877904340625, -0.011128047481179237, 0.010109448805451393, 0.0085543068125844, 0.005048645194619894, 0.020359158515930176, 0.0005730045959353447, -0.004149083513766527, -0.00765196792781353, 0.0006851506186649203, 0.0037127062678337097, 0.01689966209232807, 0.002580299973487854, 0.025950223207473755, 0.00022417347645387053, -0.01854885369539261, -0.010394872166216373, -0.0032973620109260082, -0.007965845987200737, -0.019599463790655136, -0.014632726088166237, 0.022268544882535934, 0.012076717801392078, -0.0066933101043105125, 0.011366658844053745, 0.0025999711360782385, 0.016536138951778412, 0.0010838337475433946, -0.01995827443897724, 0.01531694270670414, -0.0038452448789030313]"
946,"[-0.006124909035861492, -0.00138185266405344, -0.020122013986110687, -0.01126704178750515, 0.019438449293375015, 0.012019036337733269, 0.019247600808739662, 0.0033519903663545847, 0.01558416336774826, -0.005021539982408285, 0.00952894426882267, 0.018500106409192085, 0.0009449862409383059, -0.007529549300670624, 0.0065300860442221165, 0.0065358225256204605, -0.015464800409972668, -0.0066117336973547935, 0.015909984707832336, -0.019042015075683594, 0.018399054184556007, 0.015796944499015808, -0.014453819021582603, 0.013173244893550873, 0.004009609576314688, 0.012220366857945919, 0.004848460201174021, 0.01014306116849184, 0.004500219132751226, 0.009725522249937057, -0.003374481340870261, 0.01663339138031006, 0.010411021299660206, -0.007516074925661087, 0.003809891641139984, 0.005924005061388016, 0.0048782238736748695, -0.002975958865135908, 0.014993909746408463, -0.014097052626311779, 0.006312380079180002, 0.006631040945649147, 0.00986715778708458, -0.0215769000351429, -0.016725309193134308, -0.010908395983278751, -0.010009814985096455, -0.01656648889183998, -0.01695740967988968, -0.01606851816177368, 0.015146400779485703, -0.004438637290149927, 0.017749635502696037, -0.010872671380639076, -0.016976619139313698, 0.0066809337586164474, -0.007514369674026966, 0.003445684676989913, 0.00940368976444006, 0.00677473284304142, -0.005608778912574053, 0.002850775606930256, -0.012414822354912758, 0.011538823135197163]"
961,"[-0.011489720083773136, 0.014034912921488285, -0.01692763715982437, 0.01648760586977005, 0.008518703281879425, -0.009379226714372635, -0.008955962024629116, 0.011995680630207062, -0.0064268410205841064, 0.005999962333589792, -0.01545661874115467, 0.004406659863889217, 0.008589285425841808, 0.01713239774107933, 0.00910397619009018, 0.0014226882485672832, -0.017361033707857132, -0.00031550414860248566, -0.007813958451151848, 0.011931012384593487, -0.0014395893085747957, 0.01154096145182848, -0.018948910757899284, 0.00852583721280098, -0.006315280683338642, 0.002021631458774209, -0.018346255645155907, 0.014181996695697308, 0.004293003585189581, 0.01572354882955551, 0.01417576801031828, -0.00478902505710721, 0.021483762189745903, 0.012482772581279278, 0.012113982811570168, 0.015696801245212555, 0.0029479144141077995, 0.01801331900060177, -0.01464594155550003, -0.015088634565472603, -0.013743292540311813, -0.020019249990582466, -0.014296479523181915, 0.003906359896063805, 0.02082369290292263, -0.003958696499466896, -0.008247530087828636, 0.011901112273335457, 0.017590971663594246, 0.01560549158602953, -0.02000276930630207, -0.0018385166767984629, -0.010557419620454311, -0.013836270198225975, -0.01938854716718197, -0.01192114595323801, 0.018930967897176743, -0.003632623702287674, -0.02077648416161537, -0.0008035856881178916, 0.0190680380910635, -0.01775864139199257, 0.007483020890504122, 0.017658792436122894]"
91,"[-0.007880456745624542, -0.017341967672109604, 0.010053369216620922, 0.00866951048374176, 0.02195439487695694, 0.017944907769560814, 0.020085107535123825, 0.015998845919966698, -0.010318148881196976, -0.01685459539294243, -0.012135007418692112, 0.017690205946564674, 0.009656832553446293, -0.02080615423619747, -0.008043487556278706, -0.0031204549595713615, -0.01183050312101841, -0.006322820670902729, 0.012828534469008446, -0.004979421384632587, -0.014844683930277824, -0.003205512184649706, -0.012693103402853012, -0.006695798598229885, 0.0055918279103934765, 0.010403954423964024, -0.014648346230387688, -0.02034798264503479, 0.01917126029729843, -0.008497921749949455, -0.014227357693016529, -0.014397520571947098, -0.019514843821525574, -0.01998257264494896, -0.000859995314385742, -0.013441567309200764, -0.014966937713325024, -0.009846661239862442, -0.014136044308543205, 0.006637135520577431, 0.006246571429073811, 0.0007737945998087525, 0.017588475719094276, -0.02015809156000614, 0.01746096834540367, 0.01220601238310337, 0.007601261604577303, 0.008664680644869804, -0.012898351065814495, -0.0052174292504787445, -0.01615826040506363, -0.0075286091305315495, 0.015420046634972095, -0.017771044746041298, -0.017945773899555206, 0.005304240621626377, -0.016525909304618835, 0.014663144946098328, -0.0038156858645379543, 0.01689947210252285, 0.003205423941835761, 0.02074035070836544, -0.009693237952888012, 0.019868742674589157]"
356,"[0.002940540201961994, 0.0032180743291974068, 0.005987001582980156, 0.016946623101830482, 0.008192313835024834, 0.004290626849979162, -0.0054693459533154964, -0.0065704029984772205, -0.006354731507599354, 0.0017549436306580901, 0.009219912812113762, 0.0022017545998096466, -0.00020802038488909602, 0.011570197530090809, 0.011899282224476337, -0.012288705445826054, 0.011601614765822887, -0.004620034247636795, -0.012951877899467945, 0.0017573171062394977, 0.0024165797512978315, 0.0014403575332835317, 0.01613522320985794, 0.007295666728168726, -0.0019172371830791235, -0.020831236615777016, -0.008286337368190289, -0.018918011337518692, 0.011080699041485786, 0.0032313314732164145, -0.008963288739323616, -0.002755356254056096, 0.002030565869063139, 0.0025675001088529825, -0.01759282872080803, -0.008792855776846409, 0.004991237074136734, -0.0010224028956145048, -0.012054024264216423, 0.0063855648040771484, 0.02257978543639183, 0.00384169677272439, 0.01922416128218174, -0.008213361725211143, 0.0024441552814096212, 0.0017358751501888037, 0.009805683046579361, 0.001017085276544094, -0.011835478246212006, -0.015224605798721313, -0.014264476485550404, -0.005333148408681154, 0.0017487537115812302, 0.0018584906356409192, -0.005130690988153219, -0.020842960104346275, 0.009218619205057621, -0.00751729728654027, 0.0048054289072752, 0.004762329626828432, -0.009089256636798382, 0.012328572571277618, 0.007440951652824879, -0.0024758786894381046]"
